x-axis,3,4
second,Volt,Volt
-15.8648E-06,+15.3000001907E+00,+6.1970001907E+00
-15.7648E-06,+15.2670001907E+00,+6.2155001907E+00
-15.6648E-06,+15.1952501907E+00,+6.1750001907E+00
-15.5648E-06,+15.1640001907E+00,+6.1750001907E+00
-15.4648E-06,+15.1327501907E+00,+6.1970001907E+00
-15.3648E-06,+15.1125001907E+00,+6.2155001907E+00
-15.2648E-06,+15.1125001907E+00,+6.1860001907E+00
-15.1648E-06,+15.1125001907E+00,+6.1842501907E+00
-15.0648E-06,+15.1125001907E+00,+6.1547501907E+00
-14.9648E-06,+15.1015001907E+00,+6.1640001907E+00
-14.8648E-06,+15.0702501907E+00,+6.1547501907E+00
-14.7648E-06,+15.0500001907E+00,+6.1530001907E+00
-14.6648E-06,+15.0610001907E+00,+6.1235001907E+00
-14.5648E-06,+15.0702501907E+00,+6.1327501907E+00
-14.4648E-06,+15.0500001907E+00,+6.1235001907E+00
-14.3648E-06,+15.0280001907E+00,+6.1437501907E+00
-14.2648E-06,+15.0095001907E+00,+6.1437501907E+00
-14.1648E-06,+15.0280001907E+00,+6.1327501907E+00
-14.0648E-06,+14.9985001907E+00,+6.1125001907E+00
-13.9648E-06,+15.0187501907E+00,+6.1125001907E+00
-13.8648E-06,+15.0187501907E+00,+6.1125001907E+00
-13.7648E-06,+15.0077501907E+00,+6.1015001907E+00
-13.6648E-06,+14.9875001907E+00,+6.0702501907E+00
-13.5648E-06,+14.9875001907E+00,+6.0720001907E+00
-13.4648E-06,+14.9875001907E+00,+6.1015001907E+00
-13.3648E-06,+14.9875001907E+00,+6.0702501907E+00
-13.2648E-06,+14.9765001907E+00,+6.0500001907E+00
-13.1648E-06,+14.9672501907E+00,+6.0500001907E+00
-13.0648E-06,+14.9765001907E+00,+6.0500001907E+00
-12.9648E-06,+14.9672501907E+00,+6.0500001907E+00
-12.8648E-06,+14.9765001907E+00,+6.0500001907E+00
-12.7648E-06,+14.9672501907E+00,+6.0500001907E+00
-12.6648E-06,+14.9875001907E+00,+6.0390001907E+00
-12.5648E-06,+14.9875001907E+00,+6.0187501907E+00
-12.4648E-06,+14.9765001907E+00,+6.0297501907E+00
-12.3648E-06,+14.9562501907E+00,+6.0390001907E+00
-12.2648E-06,+14.9452501907E+00,+6.0297501907E+00
-12.1648E-06,+14.9360001907E+00,+6.0390001907E+00
-12.0648E-06,+14.9562501907E+00,+6.0407501907E+00
-11.9648E-06,+14.9672501907E+00,+6.0592501907E+00
-11.8648E-06,+14.9655001907E+00,+6.0407501907E+00
-11.7648E-06,+14.9360001907E+00,+6.0592501907E+00
-11.6648E-06,+14.9452501907E+00,+6.0297501907E+00
-11.5648E-06,+14.9250001907E+00,+6.0390001907E+00
-11.4648E-06,+14.9250001907E+00,+6.0297501907E+00
-11.3648E-06,+14.9360001907E+00,+6.0390001907E+00
-11.2648E-06,+14.9452501907E+00,+6.0187501907E+00
-11.1648E-06,+14.9250001907E+00,+5.9967501907E+00
-11.0648E-06,+14.9250001907E+00,+5.9782501907E+00
-10.9648E-06,+14.9250001907E+00,+6.0187501907E+00
-10.8648E-06,+14.9250001907E+00,+6.0187501907E+00
-10.7648E-06,+14.9250001907E+00,+6.0297501907E+00
-10.6648E-06,+14.9250001907E+00,+6.0390001907E+00
-10.5648E-06,+14.9250001907E+00,+6.0297501907E+00
-10.4648E-06,+14.9250001907E+00,+6.0280001907E+00
-10.3648E-06,+14.9250001907E+00,+6.0095001907E+00
-10.2648E-06,+14.9250001907E+00,+6.0500001907E+00
-10.1648E-06,+14.9140001907E+00,+6.0390001907E+00
-10.0648E-06,+14.9047501907E+00,+6.0187501907E+00
-9.9648E-06,+14.9140001907E+00,+6.0187501907E+00
-9.8648E-06,+14.9047501907E+00,+6.0297501907E+00
-9.7648E-06,+14.9140001907E+00,+6.0500001907E+00
-9.6648E-06,+14.8937501907E+00,+6.0500001907E+00
-9.5648E-06,+14.8937501907E+00,+6.0500001907E+00
-9.4648E-06,+14.8937501907E+00,+6.0390001907E+00
-9.3648E-06,+14.9047501907E+00,+6.0297501907E+00
-9.2648E-06,+14.9140001907E+00,+6.0390001907E+00
-9.1648E-06,+14.8937501907E+00,+6.0187501907E+00
-9.0648E-06,+14.8937501907E+00,+6.0187501907E+00
-8.9648E-06,+14.8937501907E+00,+6.0187501907E+00
-8.8648E-06,+14.8937501907E+00,+6.0297501907E+00
-8.7648E-06,+14.8827501907E+00,+6.0390001907E+00
-8.6648E-06,+14.8625001907E+00,+6.0407501907E+00
-8.5648E-06,+14.8735001907E+00,+6.0702501907E+00
-8.4648E-06,+14.8937501907E+00,+6.0500001907E+00
-8.3648E-06,+14.8937501907E+00,+6.0390001907E+00
-8.2648E-06,+14.8937501907E+00,+6.0297501907E+00
-8.1648E-06,+14.8937501907E+00,+6.0170001907E+00
-8.0648E-06,+14.8937501907E+00,+5.9782501907E+00
-7.9648E-06,+14.8937501907E+00,+6.0297501907E+00
-7.8648E-06,+14.8827501907E+00,+6.0500001907E+00
-7.7648E-06,+14.8625001907E+00,+6.0390001907E+00
-7.6648E-06,+14.8625001907E+00,+6.0297501907E+00
-7.5648E-06,+14.8625001907E+00,+6.0390001907E+00
-7.4648E-06,+14.8625001907E+00,+6.0297501907E+00
-7.3648E-06,+14.8625001907E+00,+6.0500001907E+00
-7.2648E-06,+14.8625001907E+00,+6.0500001907E+00
-7.1648E-06,+14.8625001907E+00,+6.0390001907E+00
-7.0648E-06,+14.8625001907E+00,+6.0187501907E+00
-6.9648E-06,+14.8625001907E+00,+6.0187501907E+00
-6.8648E-06,+14.8625001907E+00,+6.0187501907E+00
-6.7648E-06,+14.8625001907E+00,+6.0187501907E+00
-6.6648E-06,+14.8625001907E+00,+6.0187501907E+00
-6.5648E-06,+14.8515001907E+00,+6.0187501907E+00
-6.4648E-06,+14.8312501907E+00,+6.0187501907E+00
-6.3648E-06,+14.8422501907E+00,+6.0187501907E+00
