x-axis,3
second,Volt
-81.5000E-06,-500.0000000E-03
-81.3000E-06,-500.0000000E-03
-81.1000E-06,-421.8750000E-03
-80.9000E-06,-421.8750000E-03
-80.7000E-06,-421.8750000E-03
-80.5000E-06,-421.8750000E-03
-80.3000E-06,-421.8750000E-03
-80.1000E-06,-343.7500000E-03
-79.9000E-06,-421.8750000E-03
-79.7000E-06,-421.8750000E-03
-79.5000E-06,-421.8750000E-03
-79.3000E-06,-500.0000000E-03
-79.1000E-06,-421.8750000E-03
-78.9000E-06,-343.7500000E-03
-78.7000E-06,-343.7500000E-03
-78.5000E-06,-421.8750000E-03
-78.3000E-06,-500.0000000E-03
-78.1000E-06,-500.0000000E-03
-77.9000E-06,-500.0000000E-03
-77.7000E-06,-500.0000000E-03
-77.5000E-06,-500.0000000E-03
-77.3000E-06,-500.0000000E-03
-77.1000E-06,-500.0000000E-03
-76.9000E-06,-421.8750000E-03
-76.7000E-06,-421.8750000E-03
-76.5000E-06,-421.8750000E-03
-76.3000E-06,-421.8750000E-03
-76.1000E-06,-500.0000000E-03
-75.9000E-06,-500.0000000E-03
-75.7000E-06,-500.0000000E-03
-75.5000E-06,-421.8750000E-03
-75.3000E-06,-343.7500000E-03
-75.1000E-06,-343.7500000E-03
-74.9000E-06,-343.7500000E-03
-74.7000E-06,-421.8750000E-03
-74.5000E-06,-421.8750000E-03
-74.3000E-06,-421.8750000E-03
-74.1000E-06,-500.0000000E-03
-73.9000E-06,-421.8750000E-03
-73.7000E-06,-421.8750000E-03
-73.5000E-06,-500.0000000E-03
-73.3000E-06,-421.8750000E-03
-73.1000E-06,-421.8750000E-03
-72.9000E-06,-421.8750000E-03
-72.7000E-06,-421.8750000E-03
-72.5000E-06,-500.0000000E-03
-72.3000E-06,-500.0000000E-03
-72.1000E-06,-421.8750000E-03
-71.9000E-06,-421.8750000E-03
-71.7000E-06,-500.0000000E-03
-71.5000E-06,-421.8750000E-03
-71.3000E-06,-343.7500000E-03
-71.1000E-06,-343.7500000E-03
-70.9000E-06,-421.8750000E-03
-70.7000E-06,-500.0000000E-03
-70.5000E-06,-421.8750000E-03
-70.3000E-06,-421.8750000E-03
-70.1000E-06,-500.0000000E-03
-69.9000E-06,-500.0000000E-03
-69.7000E-06,-421.8750000E-03
-69.5000E-06,-343.7500000E-03
-69.3000E-06,-343.7500000E-03
-69.1000E-06,-265.6250000E-03
-68.9000E-06,-265.6250000E-03
-68.7000E-06,-421.8750000E-03
-68.5000E-06,-500.0000000E-03
-68.3000E-06,-500.0000000E-03
-68.1000E-06,-421.8750000E-03
-67.9000E-06,-421.8750000E-03
-67.7000E-06,-421.8750000E-03
-67.5000E-06,-343.7500000E-03
-67.3000E-06,-421.8750000E-03
-67.1000E-06,-421.8750000E-03
-66.9000E-06,-421.8750000E-03
-66.7000E-06,-421.8750000E-03
-66.5000E-06,-421.8750000E-03
-66.3000E-06,-500.0000000E-03
-66.1000E-06,-500.0000000E-03
-65.9000E-06,-421.8750000E-03
-65.7000E-06,-421.8750000E-03
-65.5000E-06,-500.0000000E-03
-65.3000E-06,-500.0000000E-03
-65.1000E-06,-500.0000000E-03
-64.9000E-06,-500.0000000E-03
-64.7000E-06,-500.0000000E-03
-64.5000E-06,-421.8750000E-03
-64.3000E-06,-343.7500000E-03
-64.1000E-06,-343.7500000E-03
-63.9000E-06,-343.7500000E-03
-63.7000E-06,-343.7500000E-03
-63.5000E-06,-343.7500000E-03
-63.3000E-06,-343.7500000E-03
-63.1000E-06,-343.7500000E-03
-62.9000E-06,-343.7500000E-03
-62.7000E-06,-421.8750000E-03
-62.5000E-06,-500.0000000E-03
-62.3000E-06,-421.8750000E-03
-62.1000E-06,-343.7500000E-03
-61.9000E-06,-421.8750000E-03
-61.7000E-06,-421.8750000E-03
-61.5000E-06,-343.7500000E-03
-61.3000E-06,-421.8750000E-03
-61.1000E-06,-421.8750000E-03
-60.9000E-06,-421.8750000E-03
-60.7000E-06,-421.8750000E-03
-60.5000E-06,-343.7500000E-03
-60.3000E-06,-421.8750000E-03
-60.1000E-06,-500.0000000E-03
-59.9000E-06,-421.8750000E-03
-59.7000E-06,-421.8750000E-03
-59.5000E-06,-421.8750000E-03
-59.3000E-06,-421.8750000E-03
-59.1000E-06,-500.0000000E-03
-58.9000E-06,-421.8750000E-03
-58.7000E-06,-343.7500000E-03
-58.5000E-06,-421.8750000E-03
-58.3000E-06,-421.8750000E-03
-58.1000E-06,-421.8750000E-03
-57.9000E-06,-500.0000000E-03
-57.7000E-06,-500.0000000E-03
-57.5000E-06,-421.8750000E-03
-57.3000E-06,-421.8750000E-03
-57.1000E-06,-421.8750000E-03
-56.9000E-06,-343.7500000E-03
-56.7000E-06,-421.8750000E-03
-56.5000E-06,-500.0000000E-03
-56.3000E-06,-500.0000000E-03
-56.1000E-06,-421.8750000E-03
-55.9000E-06,-343.7500000E-03
-55.7000E-06,-343.7500000E-03
-55.5000E-06,-421.8750000E-03
-55.3000E-06,-500.0000000E-03
-55.1000E-06,-500.0000000E-03
-54.9000E-06,-421.8750000E-03
-54.7000E-06,-343.7500000E-03
-54.5000E-06,-421.8750000E-03
-54.3000E-06,-500.0000000E-03
-54.1000E-06,-500.0000000E-03
-53.9000E-06,-343.7500000E-03
-53.7000E-06,-265.6250000E-03
-53.5000E-06,-421.8750000E-03
-53.3000E-06,-421.8750000E-03
-53.1000E-06,-421.8750000E-03
-52.9000E-06,-500.0000000E-03
-52.7000E-06,-500.0000000E-03
-52.5000E-06,-500.0000000E-03
-52.3000E-06,-421.8750000E-03
-52.1000E-06,-421.8750000E-03
-51.9000E-06,-500.0000000E-03
-51.7000E-06,-500.0000000E-03
-51.5000E-06,-500.0000000E-03
-51.3000E-06,-500.0000000E-03
-51.1000E-06,-421.8750000E-03
-50.9000E-06,-343.7500000E-03
-50.7000E-06,-343.7500000E-03
-50.5000E-06,-343.7500000E-03
-50.3000E-06,-421.8750000E-03
-50.1000E-06,-421.8750000E-03
-49.9000E-06,-421.8750000E-03
-49.7000E-06,-500.0000000E-03
-49.5000E-06,-421.8750000E-03
-49.3000E-06,-343.7500000E-03
-49.1000E-06,-421.8750000E-03
-48.9000E-06,-500.0000000E-03
-48.7000E-06,-500.0000000E-03
-48.5000E-06,-500.0000000E-03
-48.3000E-06,-500.0000000E-03
-48.1000E-06,-421.8750000E-03
-47.9000E-06,-421.8750000E-03
-47.7000E-06,-500.0000000E-03
-47.5000E-06,-421.8750000E-03
-47.3000E-06,-343.7500000E-03
-47.1000E-06,-343.7500000E-03
-46.9000E-06,-421.8750000E-03
-46.7000E-06,-500.0000000E-03
-46.5000E-06,-500.0000000E-03
-46.3000E-06,-421.8750000E-03
-46.1000E-06,-421.8750000E-03
-45.9000E-06,-500.0000000E-03
-45.7000E-06,-500.0000000E-03
-45.5000E-06,-500.0000000E-03
-45.3000E-06,-421.8750000E-03
-45.1000E-06,-421.8750000E-03
-44.9000E-06,-500.0000000E-03
-44.7000E-06,-421.8750000E-03
-44.5000E-06,-343.7500000E-03
-44.3000E-06,-421.8750000E-03
-44.1000E-06,-500.0000000E-03
-43.9000E-06,-500.0000000E-03
-43.7000E-06,-421.8750000E-03
-43.5000E-06,-265.6250000E-03
-43.3000E-06,-265.6250000E-03
-43.1000E-06,-343.7500000E-03
-42.9000E-06,-343.7500000E-03
-42.7000E-06,-421.8750000E-03
-42.5000E-06,-500.0000000E-03
-42.3000E-06,-421.8750000E-03
-42.1000E-06,-343.7500000E-03
-41.9000E-06,-421.8750000E-03
-41.7000E-06,-421.8750000E-03
-41.5000E-06,-421.8750000E-03
-41.3000E-06,-500.0000000E-03
-41.1000E-06,-421.8750000E-03
-40.9000E-06,-421.8750000E-03
-40.7000E-06,-500.0000000E-03
-40.5000E-06,-421.8750000E-03
-40.3000E-06,-343.7500000E-03
-40.1000E-06,-343.7500000E-03
