x-axis,MATH
second,Volt
-3.6800E-06,+6.2515625060E+00
-3.5800E-06,+6.2417968810E+00
-3.4800E-06,+6.2320312560E+00
-3.3800E-06,+6.2261718810E+00
-3.2800E-06,+6.2320312560E+00
-3.1800E-06,+6.2242187560E+00
-3.0800E-06,+6.2242187560E+00
-2.9800E-06,+6.2261718810E+00
-2.8800E-06,+6.2300781310E+00
-2.7800E-06,+6.2164062560E+00
-2.6800E-06,+6.2242187560E+00
-2.5800E-06,+6.2222656310E+00
-2.4800E-06,+6.2144531310E+00
-2.3800E-06,+6.2105468810E+00
-2.2800E-06,+6.1949218810E+00
-2.1800E-06,+6.1910156310E+00
-2.0800E-06,+6.1753906310E+00
-1.9800E-06,+6.1792968810E+00
-1.8800E-06,+6.1910156310E+00
-1.7800E-06,+6.1773437560E+00
-1.6800E-06,+6.1851562560E+00
-1.5800E-06,+6.1832031310E+00
-1.4800E-06,+6.1812500060E+00
-1.3800E-06,+6.1988281310E+00
-1.2800E-06,+6.1753906310E+00
-1.1800E-06,+6.1714843810E+00
-1.0800E-06,+6.1597656310E+00
-980.0E-09,+6.1734375060E+00
-880.0E-09,+6.1636718810E+00
-780.0E-09,+6.1597656310E+00
-680.0E-09,+6.1714843810E+00
-580.0E-09,+6.1578125060E+00
-480.0E-09,+6.1695312560E+00
-380.0E-09,+6.1812500060E+00
-280.0E-09,+6.1363281310E+00
-180.0E-09,+4.9371093810E+00
-80.0E-09,-1.7347656190E+00
+20.0E-09,-11.1058593690E+00
+120.0E-09,-11.0921874940E+00
+220.0E-09,-11.0999999940E+00
+320.0E-09,-11.0980468690E+00
+420.0E-09,-11.0882812440E+00
+520.0E-09,-11.0765624940E+00
+620.0E-09,-11.0609374940E+00
+720.0E-09,-11.0589843690E+00
+820.0E-09,-11.0414062440E+00
+920.0E-09,-11.0023437440E+00
+1.0200E-06,-10.9984374940E+00
+1.1200E-06,-10.9769531190E+00
+1.2200E-06,-10.9535156190E+00
+1.3200E-06,-10.9476562440E+00
+1.4200E-06,-10.9242187440E+00
+1.5200E-06,-10.9183593690E+00
+1.6200E-06,-10.8929687440E+00
+1.7200E-06,-10.8832031190E+00
+1.8200E-06,-10.8695312440E+00
+1.9200E-06,-10.8441406190E+00
+2.0200E-06,-10.8304687440E+00
+2.1200E-06,-10.8031249940E+00
+2.2200E-06,-10.7835937440E+00
+2.3200E-06,-10.7640624940E+00
+2.4200E-06,-10.7464843690E+00
+2.5200E-06,-10.7328124940E+00
+2.6200E-06,-10.7074218690E+00
+2.7200E-06,-10.6917968690E+00
+2.8200E-06,-10.6566406190E+00
+2.9200E-06,-10.6390624940E+00
+3.0200E-06,-10.6253906190E+00
+3.1200E-06,-10.5999999940E+00
+3.2200E-06,-10.5882812440E+00
+3.3200E-06,-10.5687499940E+00
+3.4200E-06,-10.5472656190E+00
+3.5200E-06,-10.5179687440E+00
+3.6200E-06,-10.4925781190E+00
+3.7200E-06,-10.4789062440E+00
+3.8200E-06,-10.4535156190E+00
+3.9200E-06,-10.4398437440E+00
+4.0200E-06,-10.4124999940E+00
+4.1200E-06,-10.3949218690E+00
+4.2200E-06,-10.3832031190E+00
+4.3200E-06,-10.3636718690E+00
+4.4200E-06,-10.3460937440E+00
+4.5200E-06,-10.3304687440E+00
+4.6200E-06,-10.2972656190E+00
+4.7200E-06,-10.2835937440E+00
+4.8200E-06,-10.2562499940E+00
+4.9200E-06,-10.2367187440E+00
+5.0200E-06,-10.2210937440E+00
+5.1200E-06,-10.2152343690E+00
+5.2200E-06,-10.1878906190E+00
+5.3200E-06,-10.1664062440E+00
+5.4200E-06,-10.1410156190E+00
+5.5200E-06,-10.1332031190E+00
+5.6200E-06,-10.1273437440E+00
+5.7200E-06,-10.0980468690E+00
+5.8200E-06,-10.0687499940E+00
+5.9200E-06,-10.0453124940E+00
+6.0200E-06,-10.0394531190E+00
+6.1200E-06,-10.0121093690E+00
+6.2200E-06,-9.9886718690E+00
+6.3200E-06,-9.9554687440E+00
+6.4200E-06,-9.9437499940E+00
+6.5200E-06,-9.9242187440E+00
+6.6200E-06,-9.9066406190E+00
+6.7200E-06,-9.8910156190E+00
+6.8200E-06,-9.8578124940E+00
+6.9200E-06,-9.8421874940E+00
+7.0200E-06,-9.8089843690E+00
+7.1200E-06,-9.7914062440E+00
+7.2200E-06,-9.7542968690E+00
+7.3200E-06,-9.7523437440E+00
+7.4200E-06,-9.7093749940E+00
+7.5200E-06,-9.6898437440E+00
+7.6200E-06,-9.6683593690E+00
+7.7200E-06,-9.6410156190E+00
+7.8200E-06,-9.6195312440E+00
+7.9200E-06,-9.5921874940E+00
+8.0200E-06,-9.5707031190E+00
+8.1200E-06,-9.5453124940E+00
+8.2200E-06,-9.5277343690E+00
+8.3200E-06,-9.4867187440E+00
+8.4200E-06,-9.4730468690E+00
+8.5200E-06,-9.4437499940E+00
+8.6200E-06,-9.4164062440E+00
+8.7200E-06,-9.3929687440E+00
+8.8200E-06,-9.1957031190E+00
+8.9200E-06,-6.0179687440E+00
+9.0200E-06,+4.5640625060E+00
+9.1200E-06,+6.6695312560E+00
+9.2200E-06,+6.6558593810E+00
+9.3200E-06,+6.6656250060E+00
+9.4200E-06,+6.6617187560E+00
+9.5200E-06,+6.6187500060E+00
+9.6200E-06,+6.6304687560E+00
+9.7200E-06,+6.6167968810E+00
+9.8200E-06,+6.6207031310E+00
+9.9200E-06,+6.6031250060E+00
+10.0200E-06,+6.5914062560E+00
+10.1200E-06,+6.5738281310E+00
+10.2200E-06,+6.5660156310E+00
+10.3200E-06,+6.5640625060E+00
+10.4200E-06,+6.5562500060E+00
+10.5200E-06,+6.5562500060E+00
+10.6200E-06,+6.5562500060E+00
+10.7200E-06,+6.5503906310E+00
+10.8200E-06,+6.5269531310E+00
+10.9200E-06,+6.5269531310E+00
+11.0200E-06,+6.5250000060E+00
+11.1200E-06,+6.5152343810E+00
+11.2200E-06,+6.5074218810E+00
+11.3200E-06,+6.5035156310E+00
+11.4200E-06,+6.4898437560E+00
+11.5200E-06,+6.4957031310E+00
+11.6200E-06,+6.4878906310E+00
+11.7200E-06,+6.4859375060E+00
+11.8200E-06,+6.4820312560E+00
+11.9200E-06,+6.4917968810E+00
+12.0200E-06,+6.4683593810E+00
+12.1200E-06,+6.4703125060E+00
+12.2200E-06,+6.4761718810E+00
+12.3200E-06,+6.4683593810E+00
+12.4200E-06,+6.4644531310E+00
+12.5200E-06,+6.4507812560E+00
+12.6200E-06,+6.4585937560E+00
+12.7200E-06,+6.4585937560E+00
+12.8200E-06,+6.4566406310E+00
+12.9200E-06,+6.4488281310E+00
+13.0200E-06,+6.4468750060E+00
+13.1200E-06,+6.4390625060E+00
+13.2200E-06,+6.4410156310E+00
+13.3200E-06,+6.4449218810E+00
+13.4200E-06,+6.4292968810E+00
+13.5200E-06,+6.4292968810E+00
+13.6200E-06,+6.4292968810E+00
+13.7200E-06,+6.4253906310E+00
+13.8200E-06,+6.4097656310E+00
+13.9200E-06,+6.4117187560E+00
+14.0200E-06,+6.4175781310E+00
+14.1200E-06,+6.4078125060E+00
+14.2200E-06,+6.4019531310E+00
+14.3200E-06,+6.4097656310E+00
+14.4200E-06,+6.4097656310E+00
+14.5200E-06,+6.4078125060E+00
+14.6200E-06,+6.3960937560E+00
+14.7200E-06,+6.3863281310E+00
+14.8200E-06,+6.4078125060E+00
+14.9200E-06,+6.4019531310E+00
+15.0200E-06,+6.4039062560E+00
+15.1200E-06,+6.3824218810E+00
+15.2200E-06,+6.3902343810E+00
+15.3200E-06,+6.3882812560E+00
+15.4200E-06,+6.3824218810E+00
+15.5200E-06,+6.3921875060E+00
+15.6200E-06,+6.3960937560E+00
+15.7200E-06,+6.3843750060E+00
+15.8200E-06,+6.3980468810E+00
+15.9200E-06,+6.3902343810E+00
+16.0200E-06,+6.3882812560E+00
+16.1200E-06,+6.3785156310E+00
+16.2200E-06,+6.3707031310E+00
+16.3200E-06,+6.3726562560E+00
+16.4200E-06,+6.3824218810E+00
+16.5200E-06,+6.3843750060E+00
+16.6200E-06,+6.3609375060E+00
+16.7200E-06,+6.3589843810E+00
+16.8200E-06,+6.3550781310E+00
+16.9200E-06,+6.3667968810E+00
+17.0200E-06,+6.3511718810E+00
+17.1200E-06,+6.3472656310E+00
+17.2200E-06,+6.3335937560E+00
+17.3200E-06,+6.3394531310E+00
+17.4200E-06,+6.3316406310E+00
+17.5200E-06,+6.3335937560E+00
+17.6200E-06,+6.3375000060E+00
+17.7200E-06,+6.3199218810E+00
+17.8200E-06,+6.3160156310E+00
+17.9200E-06,+6.3296875060E+00
+18.0200E-06,+6.3179687560E+00
+18.1200E-06,+6.3042968810E+00
+18.2200E-06,+6.3121093810E+00
+18.3200E-06,+6.3101562560E+00
+18.4200E-06,+6.3023437560E+00
+18.5200E-06,+6.3003906310E+00
+18.6200E-06,+6.2925781310E+00
+18.7200E-06,+6.2925781310E+00
+18.8200E-06,+6.2964843810E+00
+18.9200E-06,+6.3082031310E+00
+19.0200E-06,+6.2906250060E+00
+19.1200E-06,+6.2847656310E+00
+19.2200E-06,+6.2906250060E+00
+19.3200E-06,+6.2886718810E+00
+19.4200E-06,+6.3121093810E+00
+19.5200E-06,+6.3082031310E+00
+19.6200E-06,+6.2906250060E+00
+19.7200E-06,+6.2828125060E+00
+19.8200E-06,+6.2808593810E+00
+19.9200E-06,+6.2769531310E+00
+20.0200E-06,+6.2886718810E+00
+20.1200E-06,+6.2730468810E+00
+20.2200E-06,+6.2750000060E+00
+20.3200E-06,+6.2808593810E+00
+20.4200E-06,+6.2730468810E+00
+20.5200E-06,+6.2750000060E+00
+20.6200E-06,+6.2789062560E+00
+20.7200E-06,+6.2632812560E+00
+20.8200E-06,+6.2671875060E+00
+20.9200E-06,+6.2769531310E+00
+21.0200E-06,+6.2535156310E+00
+21.1200E-06,+6.2515625060E+00
+21.2200E-06,+6.2437500060E+00
+21.3200E-06,+6.2417968810E+00
+21.4200E-06,+6.2378906310E+00
+21.5200E-06,+6.2457031310E+00
+21.6200E-06,+6.2183593810E+00
+21.7200E-06,+6.2339843810E+00
+21.8200E-06,+6.2339843810E+00
+21.9200E-06,+6.2320312560E+00
+22.0200E-06,+6.2222656310E+00
+22.1200E-06,+6.2183593810E+00
+22.2200E-06,+6.2320312560E+00
+22.3200E-06,+6.2222656310E+00
+22.4200E-06,+6.2164062560E+00
+22.5200E-06,+6.2203125060E+00
+22.6200E-06,+6.2066406310E+00
+22.7200E-06,+6.2125000060E+00
+22.8200E-06,+6.2046875060E+00
+22.9200E-06,+6.2046875060E+00
+23.0200E-06,+6.2046875060E+00
+23.1200E-06,+6.2007812560E+00
+23.2200E-06,+6.1890625060E+00
+23.3200E-06,+6.2007812560E+00
+23.4200E-06,+6.1890625060E+00
+23.5200E-06,+6.1988281310E+00
+23.6200E-06,+6.1792968810E+00
+23.7200E-06,+6.1929687560E+00
+23.8200E-06,+6.1851562560E+00
+23.9200E-06,+6.1832031310E+00
+24.0200E-06,+6.1753906310E+00
+24.1200E-06,+6.1753906310E+00
+24.2200E-06,+6.1773437560E+00
+24.3200E-06,+6.1792968810E+00
+24.4200E-06,+6.1578125060E+00
+24.5200E-06,+6.1695312560E+00
+24.6200E-06,+6.1773437560E+00
+24.7200E-06,+6.1265625060E+00
+24.8200E-06,+4.9957031310E+00
+24.9200E-06,-1.6019531190E+00
+25.0200E-06,-11.1371093690E+00
+25.1200E-06,-11.0921874940E+00
+25.2200E-06,-11.0999999940E+00
+25.3200E-06,-11.1058593690E+00
+25.4200E-06,-11.1253906190E+00
+25.5200E-06,-11.1039062440E+00
+25.6200E-06,-11.0765624940E+00
+25.7200E-06,-11.0609374940E+00
+25.8200E-06,-11.0589843690E+00
+25.9200E-06,-11.0472656190E+00
+26.0200E-06,-11.0257812440E+00
+26.1200E-06,-10.9984374940E+00
+26.2200E-06,-10.9808593690E+00
+26.3200E-06,-10.9691406190E+00
+26.4200E-06,-10.9496093690E+00
+26.5200E-06,-10.9261718690E+00
+26.6200E-06,-10.8929687440E+00
+26.7200E-06,-10.8792968690E+00
+26.8200E-06,-10.8499999940E+00
+26.9200E-06,-10.8265624940E+00
+27.0200E-06,-10.8246093690E+00
+27.1200E-06,-10.8109374940E+00
+27.2200E-06,-10.7816406190E+00
+27.3200E-06,-10.7542968690E+00
+27.4200E-06,-10.7347656190E+00
+27.5200E-06,-10.7171874940E+00
+27.6200E-06,-10.7035156190E+00
+27.7200E-06,-10.6742187440E+00
+27.8200E-06,-10.6488281190E+00
+27.9200E-06,-10.6351562440E+00
+28.0200E-06,-10.6097656190E+00
+28.1200E-06,-10.5980468690E+00
+28.2200E-06,-10.5765624940E+00
+28.3200E-06,-10.5492187440E+00
+28.4200E-06,-10.5277343690E+00
+28.5200E-06,-10.5003906190E+00
+28.6200E-06,-10.4828124940E+00
+28.7200E-06,-10.4691406190E+00
+28.8200E-06,-10.4417968690E+00
+28.9200E-06,-10.4242187440E+00
+29.0200E-06,-10.4124999940E+00
+29.1200E-06,-10.3910156190E+00
+29.2200E-06,-10.3656249940E+00
+29.3200E-06,-10.3539062440E+00
+29.4200E-06,-10.3343749940E+00
+29.5200E-06,-10.3167968690E+00
+29.6200E-06,-10.3050781190E+00
+29.7200E-06,-10.2855468690E+00
+29.8200E-06,-10.2640624940E+00
+29.9200E-06,-10.2386718690E+00
+30.0200E-06,-10.2230468690E+00
+30.1200E-06,-10.1917968690E+00
+30.2200E-06,-10.1898437440E+00
+30.3200E-06,-10.1742187440E+00
+30.4200E-06,-10.1371093690E+00
+30.5200E-06,-10.1156249940E+00
+30.6200E-06,-10.1175781190E+00
+30.7200E-06,-10.0863281190E+00
+30.8200E-06,-10.0570312440E+00
+30.9200E-06,-10.0550781190E+00
+31.0200E-06,-10.0140624940E+00
+31.1200E-06,-10.0042968690E+00
+31.2200E-06,-9.9925781190E+00
+31.3200E-06,-9.9710937440E+00
+31.4200E-06,-9.9417968690E+00
+31.5200E-06,-9.9164062440E+00
+31.6200E-06,-9.9046874940E+00
+31.7200E-06,-9.8792968690E+00
+31.8200E-06,-9.8402343690E+00
+31.9200E-06,-9.8382812440E+00
+32.0200E-06,-9.8246093690E+00
+32.1200E-06,-9.7953124940E+00
+32.2200E-06,-9.7679687440E+00
+32.3200E-06,-9.7464843690E+00
+32.4200E-06,-9.7171874940E+00
+32.5200E-06,-9.6898437440E+00
+32.6200E-06,-9.6664062440E+00
+32.7200E-06,-9.6312499940E+00
+32.8200E-06,-9.6136718690E+00
+32.9200E-06,-9.6019531190E+00
+33.0200E-06,-9.5785156190E+00
+33.1200E-06,-9.5453124940E+00
+33.2200E-06,-9.5316406190E+00
+33.3200E-06,-9.5062499940E+00
+33.4200E-06,-9.4867187440E+00
+33.5200E-06,-9.4359374940E+00
+33.6200E-06,-9.4124999940E+00
+33.7200E-06,-9.3773437440E+00
+33.8200E-06,-9.1292968690E+00
+33.9200E-06,-5.6722656190E+00
+34.0200E-06,+4.8863281310E+00
+34.1200E-06,+6.6812500060E+00
+34.2200E-06,+6.6714843810E+00
+34.3200E-06,+6.6617187560E+00
+34.4200E-06,+6.6539062560E+00
+34.5200E-06,+6.6500000060E+00
+34.6200E-06,+6.6343750060E+00
+34.7200E-06,+6.6363281310E+00
+34.8200E-06,+6.6402343810E+00
+34.9200E-06,+6.6226562560E+00
+35.0200E-06,+6.6089843810E+00
+35.1200E-06,+6.5855468810E+00
+35.2200E-06,+6.5855468810E+00
+35.3200E-06,+6.5835937560E+00
+35.4200E-06,+6.5777343810E+00
+35.5200E-06,+6.5796875060E+00
+35.6200E-06,+6.5582031310E+00
+35.7200E-06,+6.5640625060E+00
+35.8200E-06,+6.5503906310E+00
+35.9200E-06,+6.5308593810E+00
+36.0200E-06,+6.5406250060E+00
+36.1200E-06,+6.5210937560E+00
+36.2200E-06,+6.5347656310E+00
+36.3200E-06,+6.5250000060E+00
+36.4200E-06,+6.5171875060E+00
+36.5200E-06,+6.5132812560E+00
+36.6200E-06,+6.5015625060E+00
+36.7200E-06,+6.5132812560E+00
+36.8200E-06,+6.4957031310E+00
+36.9200E-06,+6.4898437560E+00
+37.0200E-06,+6.4957031310E+00
+37.1200E-06,+6.4898437560E+00
+37.2200E-06,+6.4937500060E+00
+37.3200E-06,+6.4781250060E+00
+37.4200E-06,+6.4761718810E+00
+37.5200E-06,+6.4683593810E+00
+37.6200E-06,+6.4625000060E+00
+37.7200E-06,+6.4429687560E+00
+37.8200E-06,+6.4546875060E+00
+37.9200E-06,+6.4410156310E+00
+38.0200E-06,+6.4507812560E+00
+38.1200E-06,+6.4527343810E+00
+38.2200E-06,+6.4292968810E+00
+38.3200E-06,+6.4253906310E+00
+38.4200E-06,+6.4136718810E+00
+38.5200E-06,+6.4292968810E+00
+38.6200E-06,+6.4312500060E+00
+38.7200E-06,+6.4371093810E+00
+38.8200E-06,+6.4273437560E+00
+38.9200E-06,+6.4175781310E+00
+39.0200E-06,+6.4097656310E+00
+39.1200E-06,+6.4136718810E+00
+39.2200E-06,+6.4253906310E+00
+39.3200E-06,+6.4117187560E+00
+39.4200E-06,+6.4175781310E+00
+39.5200E-06,+6.4078125060E+00
+39.6200E-06,+6.4019531310E+00
+39.7200E-06,+6.4097656310E+00
+39.8200E-06,+6.4078125060E+00
+39.9200E-06,+6.3980468810E+00
+40.0200E-06,+6.3921875060E+00
+40.1200E-06,+6.4000000060E+00
+40.2200E-06,+6.4019531310E+00
+40.3200E-06,+6.4097656310E+00
+40.4200E-06,+6.4097656310E+00
+40.5200E-06,+6.4058593810E+00
+40.6200E-06,+6.3921875060E+00
+40.7200E-06,+6.3980468810E+00
+40.8200E-06,+6.3921875060E+00
+40.9200E-06,+6.3980468810E+00
+41.0200E-06,+6.3902343810E+00
+41.1200E-06,+6.3902343810E+00
+41.2200E-06,+6.3882812560E+00
+41.3200E-06,+6.3804687560E+00
+41.4200E-06,+6.3765625060E+00
+41.5200E-06,+6.3667968810E+00
+41.6200E-06,+6.3863281310E+00
+41.7200E-06,+6.3707031310E+00
+41.8200E-06,+6.3648437560E+00
+41.9200E-06,+6.3453125060E+00
+42.0200E-06,+6.3589843810E+00
+42.1200E-06,+6.3511718810E+00
+42.2200E-06,+6.3511718810E+00
+42.3200E-06,+6.3492187560E+00
+42.4200E-06,+6.3414062560E+00
+42.5200E-06,+6.3453125060E+00
+42.6200E-06,+6.3609375060E+00
+42.7200E-06,+6.3570312560E+00
+42.8200E-06,+6.3394531310E+00
+42.9200E-06,+6.3316406310E+00
+43.0200E-06,+6.3316406310E+00
+43.1200E-06,+6.3296875060E+00
+43.2200E-06,+6.3218750060E+00
+43.3200E-06,+6.3179687560E+00
+43.4200E-06,+6.3042968810E+00
+43.5200E-06,+6.3121093810E+00
+43.6200E-06,+6.3140625060E+00
+43.7200E-06,+6.3179687560E+00
+43.8200E-06,+6.3023437560E+00
+43.9200E-06,+6.3042968810E+00
+44.0200E-06,+6.3121093810E+00
+44.1200E-06,+6.3082031310E+00
+44.2200E-06,+6.2984375060E+00
+44.3200E-06,+6.3179687560E+00
+44.4200E-06,+6.3003906310E+00
+44.5200E-06,+6.2964843810E+00
+44.6200E-06,+6.3101562560E+00
+44.7200E-06,+6.3023437560E+00
+44.8200E-06,+6.2984375060E+00
+44.9200E-06,+6.2867187560E+00
+45.0200E-06,+6.2984375060E+00
+45.1200E-06,+6.2847656310E+00
+45.2200E-06,+6.2886718810E+00
+45.3200E-06,+6.2730468810E+00
+45.4200E-06,+6.2730468810E+00
+45.5200E-06,+6.2730468810E+00
+45.6200E-06,+6.2730468810E+00
+45.7200E-06,+6.2691406310E+00
+45.8200E-06,+6.2554687560E+00
+45.9200E-06,+6.2613281310E+00
+46.0200E-06,+6.2515625060E+00
+46.1200E-06,+6.2457031310E+00
+46.2200E-06,+6.2535156310E+00
+46.3200E-06,+6.2535156310E+00
+46.4200E-06,+6.2535156310E+00
+46.5200E-06,+6.2554687560E+00
+46.6200E-06,+6.2613281310E+00
+46.7200E-06,+6.2457031310E+00
+46.8200E-06,+6.2203125060E+00
+46.9200E-06,+6.2417968810E+00
+47.0200E-06,+6.2320312560E+00
+47.1200E-06,+6.2242187560E+00
+47.2200E-06,+6.2242187560E+00
+47.3200E-06,+6.2222656310E+00
+47.4200E-06,+6.2164062560E+00
+47.5200E-06,+6.2222656310E+00
+47.6200E-06,+6.2164062560E+00
+47.7200E-06,+6.2222656310E+00
+47.8200E-06,+6.2144531310E+00
+47.9200E-06,+6.2105468810E+00
+48.0200E-06,+6.1968750060E+00
+48.1200E-06,+6.2066406310E+00
+48.2200E-06,+6.2105468810E+00
+48.3200E-06,+6.1949218810E+00
+48.4200E-06,+6.1949218810E+00
+48.5200E-06,+6.2007812560E+00
+48.6200E-06,+6.2183593810E+00
+48.7200E-06,+6.1929687560E+00
+48.8200E-06,+6.1871093810E+00
+48.9200E-06,+6.1968750060E+00
+49.0200E-06,+6.2007812560E+00
+49.1200E-06,+6.1851562560E+00
+49.2200E-06,+6.1832031310E+00
+49.3200E-06,+6.1753906310E+00
+49.4200E-06,+6.1753906310E+00
+49.5200E-06,+6.1773437560E+00
+49.6200E-06,+6.1773437560E+00
+49.7200E-06,+6.1246093810E+00
+49.8200E-06,+4.9917968809E+00
+49.9200E-06,-1.5843749941E+00
+50.0200E-06,-11.1292968690E+00
+50.1200E-06,-11.0941406190E+00
