x-axis,1,3,MATH
second,Volt,Volt,Volt
+31.765000E-06,+1.312500000000E+00,-1.343750000000E+00,+138.671875000E-03
+31.766000E-06,+1.312500000000E+00,-1.343750000000E+00,+138.671875000E-03
+31.767000E-06,+1.312499999999E+00,-1.265625000001E+00,+138.671875001E-03
+31.768000E-06,+1.156250000001E+00,-1.421874999998E+00,+294.921874999E-03
+31.769000E-06,+1.234375000000E+00,-1.187500000002E+00,+216.796874999E-03
+31.770000E-06,+1.234375000000E+00,-1.343750000001E+00,+138.671875000E-03
+31.771000E-06,+1.234375000001E+00,-1.421874999999E+00,+138.671874998E-03
+31.772000E-06,+1.312500000000E+00,-1.343749999999E+00,-17.578124999E-03
+31.773000E-06,+1.312500000000E+00,-1.265625000000E+00,+60.546875003E-03
+31.774000E-06,+1.312500000000E+00,-1.265624999998E+00,+216.796875000E-03
+31.775000E-06,+1.312499999998E+00,-1.187500000002E+00,+216.796875000E-03
+31.776000E-06,+1.234375000002E+00,-1.265625000002E+00,+216.796875000E-03
+31.777000E-06,+1.312500000002E+00,-1.343749999998E+00,+216.796874998E-03
+31.778000E-06,+1.390625000000E+00,-1.265625000002E+00,+138.671874998E-03
+31.779000E-06,+1.390624999995E+00,-1.343750000000E+00,+60.546875005E-03
+31.780000E-06,+1.234375000003E+00,-1.343750000000E+00,+216.796874997E-03
+31.781000E-06,+1.312499999997E+00,-1.343750000000E+00,+138.671875003E-03
+31.782000E-06,+1.234375000003E+00,-1.343749999994E+00,+216.796874997E-03
+31.783000E-06,+1.312499999997E+00,-1.187500000000E+00,+138.671875006E-03
+31.784000E-06,+1.234375000007E+00,-1.187500000003E+00,+294.921874993E-03
+31.785000E-06,+1.390624999993E+00,-1.265625000000E+00,+138.671875000E-03
+31.786000E-06,+1.234375000004E+00,-1.265624999996E+00,+138.671875000E-03
+31.787000E-06,+1.312499999996E+00,-1.187500000008E+00,+138.671875000E-03
+31.788000E-06,+1.234375000004E+00,-1.343749999996E+00,+138.671874992E-03
+31.789000E-06,+1.312499999996E+00,-1.265625000000E+00,-17.578124983E-03
+31.790000E-06,+1.234375000004E+00,-1.265624999996E+00,+294.921874991E-03
+31.791000E-06,+1.312499999995E+00,-1.187500000005E+00,+138.671875000E-03
+31.792000E-06,+1.234375000005E+00,-1.265625000005E+00,+138.671875000E-03
+31.793000E-06,+1.312500000000E+00,-1.343750000000E+00,+138.671875000E-03
+31.794000E-06,+1.312499999995E+00,-1.343749999995E+00,+138.671875005E-03
+31.795000E-06,+1.234374999995E+00,-1.265625000011E+00,+216.796875000E-03
+31.796000E-06,+1.156250000011E+00,-1.421874999989E+00,+216.796874984E-03
+31.797000E-06,+1.312499999994E+00,-1.265625000000E+00,-17.578124978E-03
+31.798000E-06,+1.234375000006E+00,-1.265624999994E+00,+294.921874988E-03
+31.799000E-06,+1.312499999994E+00,-1.187500000012E+00,+138.671875006E-03
+31.800000E-06,+1.234375000006E+00,-1.343750000000E+00,+216.796874982E-03
+31.801000E-06,+1.312499999987E+00,-1.343749999994E+00,-17.578124975E-03
+31.802000E-06,+1.156250000006E+00,-1.265625000000E+00,+294.921874981E-03
+31.803000E-06,+1.234374999993E+00,-1.265625000000E+00,+60.546875013E-03
+31.804000E-06,+1.156250000014E+00,-1.265625000000E+00,+216.796874986E-03
+31.805000E-06,+1.312499999993E+00,-1.265624999993E+00,+60.546875007E-03
+31.806000E-06,+1.234375000007E+00,-1.187500000000E+00,+138.671875000E-03
+31.807000E-06,+1.312499999993E+00,-1.187500000007E+00,+138.671875015E-03
+31.808000E-06,+1.234375000007E+00,-1.265624999993E+00,+294.921874978E-03
+31.809000E-06,+1.312499999992E+00,-1.187500000008E+00,+60.546875000E-03
+31.810000E-06,+1.234375000000E+00,-1.265625000000E+00,+60.546875008E-03
+31.811000E-06,+1.234374999992E+00,-1.265625000008E+00,+138.671875016E-03
+31.812000E-06,+1.156250000008E+00,-1.343750000000E+00,+294.921874984E-03
+31.813000E-06,+1.234375000000E+00,-1.343750000000E+00,+138.671875008E-03
+31.814000E-06,+1.234375000017E+00,-1.343750000000E+00,+216.796874983E-03
+31.815000E-06,+1.390624999991E+00,-1.343750000000E+00,+60.546875000E-03
+31.816000E-06,+1.312500000000E+00,-1.343749999991E+00,+60.546875009E-03
+31.817000E-06,+1.312499999991E+00,-1.265624999991E+00,+138.671875018E-03
+31.818000E-06,+1.234375000009E+00,-1.187500000009E+00,+294.921874991E-03
+31.819000E-06,+1.312499999991E+00,-1.265625000009E+00,+216.796875000E-03
+31.820000E-06,+1.234375000010E+00,-1.343750000000E+00,+216.796875000E-03
+31.821000E-06,+1.312499999990E+00,-1.343749999990E+00,+216.796875010E-03
+31.822000E-06,+1.234375000010E+00,-1.265624999990E+00,+294.921874990E-03
+31.823000E-06,+1.312499999980E+00,-1.187500000010E+00,+216.796875020E-03
+31.824000E-06,+1.156250000020E+00,-1.265625000010E+00,+373.046874969E-03
+31.825000E-06,+1.312499999990E+00,-1.343750000000E+00,+138.671875021E-03
+31.826000E-06,+1.234375000000E+00,-1.343749999979E+00,+294.921874989E-03
+31.827000E-06,+1.234374999989E+00,-1.187500000032E+00,+216.796875000E-03
+31.828000E-06,+1.156250000022E+00,-1.421874999989E+00,+216.796874978E-03
+31.829000E-06,+1.312500000000E+00,-1.343749999989E+00,+60.546875022E-03
+31.830000E-06,+1.312500000011E+00,-1.265624999989E+00,+216.796874977E-03
+31.831000E-06,+1.390624999989E+00,-1.187500000000E+00,+60.546875011E-03
+31.832000E-06,+1.312499999988E+00,-1.187500000023E+00,+138.671875023E-03
+31.833000E-06,+1.234375000012E+00,-1.343749999988E+00,+294.921874965E-03
+31.834000E-06,+1.312500000000E+00,-1.265625000000E+00,+60.546875012E-03
+31.835000E-06,+1.312499999976E+00,-1.265625000000E+00,+138.671875024E-03
+31.836000E-06,+1.156250000025E+00,-1.265625000000E+00,+294.921874975E-03
+31.837000E-06,+1.312500000000E+00,-1.265625000000E+00,+138.671875012E-03
+31.838000E-06,+1.312500000013E+00,-1.265624999975E+00,+216.796874975E-03
+31.839000E-06,+1.390624999962E+00,-1.109375000013E+00,+60.546875038E-03
+31.840000E-06,+1.156250000013E+00,-1.187500000000E+00,+294.921874974E-03
+31.841000E-06,+1.234375000000E+00,-1.187500000000E+00,+138.671875000E-03
+31.842000E-06,+1.234375000000E+00,-1.187500000000E+00,+138.671875000E-03
+31.843000E-06,+1.234375000000E+00,-1.187500000040E+00,+138.671875000E-03
+31.844000E-06,+1.234375000014E+00,-1.421874999973E+00,+138.671874986E-03
+31.845000E-06,+1.312500000000E+00,-1.265625000000E+00,+60.546875000E-03
+31.846000E-06,+1.312499999986E+00,-1.265624999986E+00,+60.546875028E-03
+31.847000E-06,+1.234375000000E+00,-1.187500000028E+00,+216.796874986E-03
+31.848000E-06,+1.234375000000E+00,-1.343749999986E+00,+138.671875000E-03
+31.849000E-06,+1.234375000000E+00,-1.265624999985E+00,+138.671875000E-03
+31.850000E-06,+1.234374999985E+00,-1.187500000015E+00,+138.671875029E-03
+31.851000E-06,+1.156250000000E+00,-1.265625000015E+00,+294.921874985E-03
+31.852000E-06,+1.156250000030E+00,-1.343750000000E+00,+216.796874985E-03
+31.853000E-06,+1.312500000000E+00,-1.343750000000E+00,+138.671875015E-03
+31.854000E-06,+1.312500000000E+00,-1.343749999969E+00,+216.796874969E-03
+31.855000E-06,+1.312499999984E+00,-1.187500000031E+00,+60.546875031E-03
