x-axis,1,3,MATH
second,Volt,Volt,Volt
+24.192000E-06,-1.291562080383E+00,-1.291562080383E+00,+494.140625000E-03
+24.194000E-06,-1.252499580383E+00,-1.291562080383E+00,+533.203125000E-03
+24.196000E-06,-1.174374580383E+00,-1.408749580383E+00,+376.953125000E-03
+24.198000E-06,-1.174374580384E+00,-1.330624580383E+00,+337.890625000E-03
+24.200000E-06,-1.330624580383E+00,-1.369687080383E+00,+494.140625000E-03
+24.202000E-06,-1.291562080383E+00,-1.330624580383E+00,+455.078125000E-03
+24.204000E-06,-1.252499580383E+00,-1.330624580383E+00,+494.140625000E-03
+24.206000E-06,-1.174374580383E+00,-1.291562080383E+00,+416.015625000E-03
+24.208000E-06,-1.213437080383E+00,-1.330624580383E+00,+376.953125000E-03
+24.210000E-06,-1.213437080383E+00,-1.330624580383E+00,+455.078125000E-03
+24.212000E-06,-1.213437080383E+00,-1.369687080383E+00,+416.015625000E-03
+24.214000E-06,-1.213437080383E+00,-1.252499580384E+00,+494.140624999E-03
+24.216000E-06,-1.174374580384E+00,-1.330624580383E+00,+376.953125001E-03
+24.218000E-06,-1.291562080383E+00,-1.330624580383E+00,+572.265624999E-03
+24.220000E-06,-1.252499580384E+00,-1.330624580383E+00,+455.078125001E-03
+24.222000E-06,-1.291562080383E+00,-1.252499580384E+00,+533.203125000E-03
+24.224000E-06,-1.252499580383E+00,-1.330624580383E+00,+533.203125000E-03
+24.226000E-06,-1.213437080384E+00,-1.330624580383E+00,+494.140625001E-03
+24.228000E-06,-1.291562080382E+00,-1.330624580383E+00,+572.265624998E-03
+24.230000E-06,-1.174374580384E+00,-1.252499580384E+00,+376.953125001E-03
+24.232000E-06,-1.291562080383E+00,-1.330624580384E+00,+455.078124999E-03
+24.234000E-06,-1.213437080384E+00,-1.447812080383E+00,+376.953125000E-03
+24.236000E-06,-1.291562080382E+00,-1.369687080384E+00,+376.953125001E-03
+24.238000E-06,-1.213437080384E+00,-1.408749580383E+00,+455.078125000E-03
+24.240000E-06,-1.252499580383E+00,-1.369687080383E+00,+416.015625000E-03
+24.242000E-06,-1.213437080384E+00,-1.330624580383E+00,+416.015625001E-03
+24.244000E-06,-1.291562080382E+00,-1.291562080383E+00,+494.140625000E-03
+24.246000E-06,-1.213437080384E+00,-1.252499580384E+00,+455.078125000E-03
+24.248000E-06,-1.252499580383E+00,-1.330624580382E+00,+455.078125001E-03
+24.250000E-06,-1.252499580384E+00,-1.213437080385E+00,+533.203124999E-03
+24.252000E-06,-1.291562080382E+00,-1.330624580383E+00,+494.140624999E-03
+24.254000E-06,-1.213437080384E+00,-1.330624580386E+00,+416.015625000E-03
+24.256000E-06,-1.252499580384E+00,-1.525937080381E+00,+416.015625000E-03
+24.258000E-06,-1.291562080384E+00,-1.369687080383E+00,+416.015625002E-03
+24.260000E-06,-1.330624580382E+00,-1.369687080383E+00,+533.203125000E-03
+24.262000E-06,-1.252499580383E+00,-1.369687080383E+00,+533.203124999E-03
+24.264000E-06,-1.252499580383E+00,-1.369687080383E+00,+494.140625000E-03
+24.266000E-06,-1.252499580385E+00,-1.330624580383E+00,+494.140625001E-03
+24.268000E-06,-1.330624580382E+00,-1.330624580383E+00,+533.203125001E-03
+24.270000E-06,-1.252499580383E+00,-1.291562080384E+00,+572.265624998E-03
+24.272000E-06,-1.252499580383E+00,-1.330624580384E+00,+455.078124999E-03
+24.274000E-06,-1.252499580385E+00,-1.369687080383E+00,+416.015625000E-03
+24.276000E-06,-1.330624580381E+00,-1.369687080382E+00,+416.015625002E-03
+24.278000E-06,-1.213437080385E+00,-1.330624580384E+00,+494.140624999E-03
+24.280000E-06,-1.291562080382E+00,-1.369687080382E+00,+455.078125000E-03
+24.282000E-06,-1.213437080385E+00,-1.291562080384E+00,+455.078124999E-03
+24.284000E-06,-1.291562080382E+00,-1.330624580382E+00,+416.015625001E-03
+24.286000E-06,-1.252499580383E+00,-1.291562080386E+00,+455.078125000E-03
+24.288000E-06,-1.252499580383E+00,-1.408749580381E+00,+455.078125002E-03
+24.290000E-06,-1.252499580384E+00,-1.291562080383E+00,+533.203124998E-03
+24.292000E-06,-1.291562080381E+00,-1.291562080383E+00,+455.078125000E-03
+24.294000E-06,-1.213437080384E+00,-1.291562080385E+00,+455.078125002E-03
+24.296000E-06,-1.252499580385E+00,-1.369687080382E+00,+533.203125002E-03
+24.298000E-06,-1.330624580384E+00,-1.330624580384E+00,+611.328125000E-03
+24.300000E-06,-1.369687080378E+00,-1.369687080381E+00,+611.328124995E-03
+24.302000E-06,-1.174374580388E+00,-1.291562080386E+00,+416.015625002E-03
+24.304000E-06,-1.330624580381E+00,-1.408749580381E+00,+494.140624999E-03
+24.306000E-06,-1.252499580384E+00,-1.330624580386E+00,+455.078125001E-03
+24.308000E-06,-1.291562080381E+00,-1.408749580380E+00,+494.140625000E-03
+24.310000E-06,-1.213437080386E+00,-1.291562080384E+00,+494.140625000E-03
+24.312000E-06,-1.291562080382E+00,-1.330624580382E+00,+494.140624998E-03
+24.314000E-06,-1.252499580384E+00,-1.291562080386E+00,+416.015625002E-03
+24.316000E-06,-1.291562080382E+00,-1.369687080382E+00,+494.140624998E-03
+24.318000E-06,-1.252499580383E+00,-1.330624580387E+00,+416.015625001E-03
+24.320000E-06,-1.252499580383E+00,-1.447812080382E+00,+455.078124999E-03
+24.322000E-06,-1.252499580383E+00,-1.408749580382E+00,+416.015625005E-03
+24.324000E-06,-1.252499580382E+00,-1.369687080382E+00,+572.265624997E-03
+24.326000E-06,-1.213437080385E+00,-1.330624580383E+00,+494.140624997E-03
+24.328000E-06,-1.252499580386E+00,-1.330624580383E+00,+416.015625004E-03
+24.330000E-06,-1.330624580382E+00,-1.330624580385E+00,+533.203124996E-03
+24.332000E-06,-1.291562080381E+00,-1.369687080383E+00,+416.015625001E-03
+24.334000E-06,-1.213437080386E+00,-1.369687080383E+00,+455.078124999E-03
+24.336000E-06,-1.291562080381E+00,-1.369687080383E+00,+416.015624999E-03
+24.338000E-06,-1.213437080385E+00,-1.369687080385E+00,+376.953125000E-03
+24.340000E-06,-1.252499580382E+00,-1.408749580380E+00,+376.953125003E-03
+24.342000E-06,-1.213437080385E+00,-1.330624580385E+00,+455.078125000E-03
+24.344000E-06,-1.252499580386E+00,-1.369687080383E+00,+455.078125001E-03
+24.346000E-06,-1.330624580380E+00,-1.369687080382E+00,+494.140625001E-03
+24.348000E-06,-1.252499580380E+00,-1.330624580382E+00,+533.203124995E-03
+24.350000E-06,-1.174374580385E+00,-1.291562080382E+00,+416.015625002E-03
+24.352000E-06,-1.213437080386E+00,-1.252499580386E+00,+455.078125003E-03
+24.354000E-06,-1.291562080382E+00,-1.330624580386E+00,+533.203124998E-03
+24.356000E-06,-1.252499580382E+00,-1.408749580379E+00,+494.140624998E-03
+24.358000E-06,-1.213437080383E+00,-1.291562080387E+00,+455.078124998E-03
+24.360000E-06,-1.213437080383E+00,-1.369687080383E+00,+416.015625003E-03
+24.362000E-06,-1.213437080383E+00,-1.369687080385E+00,+494.140624997E-03
+24.364000E-06,-1.213437080385E+00,-1.408749580378E+00,+416.015625005E-03
+24.366000E-06,-1.252499580387E+00,-1.291562080385E+00,+533.203125002E-03
+24.368000E-06,-1.330624580380E+00,-1.330624580380E+00,+572.265624995E-03
+24.370000E-06,-1.252499580383E+00,-1.252499580387E+00,+455.078125002E-03
+24.372000E-06,-1.252499580382E+00,-1.330624580380E+00,+494.140625000E-03
+24.374000E-06,-1.213437080385E+00,-1.252499580387E+00,+494.140624998E-03
+24.376000E-06,-1.252499580382E+00,-1.330624580383E+00,+455.078124998E-03
+24.378000E-06,-1.213437080385E+00,-1.330624580387E+00,+416.015625005E-03
+24.380000E-06,-1.252499580380E+00,-1.408749580378E+00,+533.203124995E-03
+24.382000E-06,-1.174374580385E+00,-1.291562080383E+00,+416.015625000E-03
+24.384000E-06,-1.213437080383E+00,-1.291562080383E+00,+416.015625000E-03
+24.386000E-06,-1.213437080385E+00,-1.291562080389E+00,+416.015625004E-03
+24.388000E-06,-1.252499580383E+00,-1.408749580380E+00,+494.140625002E-03
+24.390000E-06,-1.252499580385E+00,-1.330624580385E+00,+533.203125000E-03
+24.392000E-06,-1.291562080377E+00,-1.369687080381E+00,+533.203124994E-03
+24.394000E-06,-1.174374580385E+00,-1.330624580389E+00,+416.015625002E-03
+24.396000E-06,-1.213437080383E+00,-1.447812080375E+00,+455.078125004E-03
+24.398000E-06,-1.213437080385E+00,-1.291562080383E+00,+533.203124998E-03
+24.400000E-06,-1.252499580381E+00,-1.291562080385E+00,+494.140624998E-03
+24.402000E-06,-1.213437080383E+00,-1.330624580381E+00,+455.078125004E-03
+24.404000E-06,-1.213437080385E+00,-1.291562080381E+00,+533.203125004E-03
+24.406000E-06,-1.252499580383E+00,-1.252499580385E+00,+611.328124992E-03
+24.408000E-06,-1.252499580385E+00,-1.291562080383E+00,+455.078125000E-03
+24.410000E-06,-1.291562080375E+00,-1.291562080390E+00,+455.078124996E-03
+24.412000E-06,-1.135312080381E+00,-1.408749580375E+00,+376.953125000E-03
+24.414000E-06,-1.096249580385E+00,-1.252499580390E+00,+376.953124996E-03
+24.416000E-06,-1.135312080390E+00,-1.369687080383E+00,+298.828125009E-03
+24.418000E-06,-1.252499580381E+00,-1.369687080383E+00,+455.078125000E-03
+24.420000E-06,-1.213437080379E+00,-1.369687080379E+00,+455.078124998E-03
+24.422000E-06,-1.135312080386E+00,-1.291562080381E+00,+416.015625002E-03
+24.424000E-06,-1.174374580388E+00,-1.252499580386E+00,+455.078125005E-03
