x-axis,3,MATH
second,Volt,Volt
-41.2000E-06,+14.9187507629E+00,+68.7500009E-03
-41.1000E-06,+14.9187507629E+00,+68.7500009E-03
-41.0000E-06,+14.9187507629E+00,+75.0000008E-03
-40.9000E-06,+14.8875007629E+00,+62.5000010E-03
-40.8000E-06,+14.9187507629E+00,+75.0000008E-03
-40.7000E-06,+14.8875007629E+00,+68.7500009E-03
-40.6000E-06,+14.8875007629E+00,+75.0000008E-03
-40.5000E-06,+14.8562507629E+00,+68.7500009E-03
-40.4000E-06,+14.8875007629E+00,+62.5000010E-03
-40.3000E-06,+14.8875007629E+00,+62.5000010E-03
-40.2000E-06,+14.8562507629E+00,+81.2500006E-03
-40.1000E-06,+14.8562507629E+00,+75.0000008E-03
-40.0000E-06,+14.8875007629E+00,+75.0000008E-03
-39.9000E-06,+14.8250007629E+00,+68.7500009E-03
-39.8000E-06,+14.8562507629E+00,+75.0000008E-03
-39.7000E-06,+14.8250007629E+00,+68.7500009E-03
-39.6000E-06,+14.8562507629E+00,+75.0000008E-03
-39.5000E-06,+14.8250007629E+00,+68.7500009E-03
-39.4000E-06,+14.8250007629E+00,+81.2500006E-03
-39.3000E-06,+14.7937507629E+00,+68.7500009E-03
-39.2000E-06,+14.7937507629E+00,+68.7500009E-03
-39.1000E-06,+14.8250007629E+00,+75.0000008E-03
-39.0000E-06,+14.8250007629E+00,+81.2500006E-03
-38.9000E-06,+14.7937507629E+00,+68.7500009E-03
-38.8000E-06,+14.7937507629E+00,+81.2500006E-03
-38.7000E-06,+14.7937507629E+00,+87.5000005E-03
-38.6000E-06,+14.7937507629E+00,+62.5000010E-03
-38.5000E-06,+14.7625007629E+00,+75.0000008E-03
-38.4000E-06,+14.7625007629E+00,+75.0000008E-03
-38.3000E-06,+14.7625007629E+00,+68.7500009E-03
-38.2000E-06,+14.7625007629E+00,+81.2500006E-03
-38.1000E-06,+14.7625007629E+00,+75.0000008E-03
-38.0000E-06,+14.7625007629E+00,+75.0000008E-03
-37.9000E-06,+14.7625007629E+00,+75.0000008E-03
-37.8000E-06,+14.7625007629E+00,+81.2500006E-03
-37.7000E-06,+14.7625007629E+00,+81.2500006E-03
-37.6000E-06,+14.7312507629E+00,+81.2500006E-03
-37.5000E-06,+14.7312507629E+00,+75.0000008E-03
-37.4000E-06,+14.7312507629E+00,+75.0000008E-03
-37.3000E-06,+14.7000007629E+00,+81.2500006E-03
-37.2000E-06,+14.7312507629E+00,+75.0000008E-03
-37.1000E-06,+14.7312507629E+00,+75.0000008E-03
-37.0000E-06,+14.7000007629E+00,+81.2500006E-03
-36.9000E-06,+14.7000007629E+00,+75.0000008E-03
-36.8000E-06,+14.7000007629E+00,+81.2500006E-03
-36.7000E-06,+14.7000007629E+00,+81.2500006E-03
-36.6000E-06,+14.7312507629E+00,+75.0000008E-03
-36.5000E-06,+14.7000007629E+00,+75.0000008E-03
-36.4000E-06,+14.7000007629E+00,+75.0000008E-03
-36.3000E-06,+14.7000007629E+00,+75.0000008E-03
-36.2000E-06,+14.7000007629E+00,+75.0000008E-03
-36.1000E-06,+14.6687507629E+00,+81.2500006E-03
-36.0000E-06,+14.7000007629E+00,+81.2500006E-03
-35.9000E-06,+14.7000007629E+00,+75.0000008E-03
-35.8000E-06,+14.6687507629E+00,+75.0000008E-03
-35.7000E-06,+14.6687507629E+00,+75.0000008E-03
-35.6000E-06,+14.6687507629E+00,+81.2500006E-03
-35.5000E-06,+14.6687507629E+00,+75.0000008E-03
-35.4000E-06,+14.6375007629E+00,+75.0000008E-03
-35.3000E-06,+14.6375007629E+00,+75.0000008E-03
-35.2000E-06,+14.6687507629E+00,+87.5000005E-03
-35.1000E-06,+14.6375007629E+00,+81.2500006E-03
-35.0000E-06,+14.6062507629E+00,+75.0000008E-03
-34.9000E-06,+14.6062507629E+00,+81.2500006E-03
-34.8000E-06,+14.6375007629E+00,+75.0000008E-03
-34.7000E-06,+14.6375007629E+00,+81.2500006E-03
-34.6000E-06,+14.6062507629E+00,+81.2500006E-03
-34.5000E-06,+14.6062507629E+00,+81.2500006E-03
-34.4000E-06,+14.6062507629E+00,+81.2500006E-03
-34.3000E-06,+14.6062507629E+00,+87.5000005E-03
-34.2000E-06,+14.6062507629E+00,+87.5000005E-03
-34.1000E-06,+14.6062507629E+00,+75.0000008E-03
-34.0000E-06,+14.5750007629E+00,+81.2500006E-03
-33.9000E-06,+14.5750007629E+00,+81.2500006E-03
-33.8000E-06,+14.6062507629E+00,+87.5000005E-03
-33.7000E-06,+14.5750007629E+00,+81.2500006E-03
-33.6000E-06,+14.6062507629E+00,+87.5000005E-03
-33.5000E-06,+14.5750007629E+00,+81.2500006E-03
-33.4000E-06,+14.6062507629E+00,+75.0000008E-03
-33.3000E-06,+14.5750007629E+00,+87.5000005E-03
-33.2000E-06,+14.6062507629E+00,+81.2500006E-03
-33.1000E-06,+14.5437507629E+00,+75.0000008E-03
-33.0000E-06,+14.5750007629E+00,+87.5000005E-03
-32.9000E-06,+14.5437507629E+00,+87.5000005E-03
-32.8000E-06,+14.6062507629E+00,+81.2500006E-03
-32.7000E-06,+14.5750007629E+00,+81.2500006E-03
-32.6000E-06,+14.5750007629E+00,+100.0000002E-03
-32.5000E-06,+14.5437507629E+00,+87.5000005E-03
-32.4000E-06,+14.5437507629E+00,+93.7500003E-03
-32.3000E-06,+14.5437507629E+00,+93.7500003E-03
-32.2000E-06,+14.5437507629E+00,+81.2500006E-03
-32.1000E-06,+14.5437507629E+00,+75.0000008E-03
-32.0000E-06,+14.5437507629E+00,+87.5000005E-03
-31.9000E-06,+14.5437507629E+00,+87.5000005E-03
-31.8000E-06,+14.5125007629E+00,+81.2500006E-03
-31.7000E-06,+14.5437507629E+00,+87.5000005E-03
-31.6000E-06,+14.5437507629E+00,+87.5000005E-03
-31.5000E-06,+14.5125007629E+00,+87.5000005E-03
-31.4000E-06,+14.5125007629E+00,+87.5000005E-03
-31.3000E-06,+14.4812507629E+00,+81.2500006E-03
-31.2000E-06,+14.5125007629E+00,+87.5000005E-03
-31.1000E-06,+14.5125007629E+00,+93.7500003E-03
-31.0000E-06,+14.4812507629E+00,+87.5000005E-03
-30.9000E-06,+14.4812507629E+00,+81.2500006E-03
-30.8000E-06,+14.4500007629E+00,+93.7500003E-03
-30.7000E-06,+14.4812507629E+00,+93.7500003E-03
-30.6000E-06,+14.4500007629E+00,+87.5000005E-03
-30.5000E-06,+14.4812507629E+00,+93.7500003E-03
-30.4000E-06,+14.4812507629E+00,+93.7500003E-03
-30.3000E-06,+14.4812507629E+00,+87.5000005E-03
