x-axis,3,MATH
second,Volt,Volt
-84.1000E-06,+15.0093746185E+00,+300E-12
-84.0000E-06,+14.9937496185E+00,-12.4999994E-03
-83.9000E-06,+14.9937496185E+00,-31.2499990E-03
-83.8000E-06,+14.9937496185E+00,-12.4999994E-03
-83.7000E-06,+15.0093746185E+00,+12.5000001E-03
-83.6000E-06,+15.0093746185E+00,+300E-12
-83.5000E-06,+14.9937496185E+00,-31.2499990E-03
-83.4000E-06,+14.9937496185E+00,-12.4999994E-03
-83.3000E-06,+15.0093746185E+00,+18.7499999E-03
-83.2000E-06,+14.9937496185E+00,-12.4999994E-03
-83.1000E-06,+14.9781246185E+00,-24.9999991E-03
-83.0000E-06,+14.9937496185E+00,-6.2499995E-03
-82.9000E-06,+15.0093746185E+00,+6.2500002E-03
-82.8000E-06,+14.9937496185E+00,-12.4999994E-03
-82.7000E-06,+15.0093746185E+00,-18.7499992E-03
-82.6000E-06,+14.9937496185E+00,-6.2499995E-03
-82.5000E-06,+14.9937496185E+00,-6.2499995E-03
-82.4000E-06,+14.9937496185E+00,-12.4999994E-03
-82.3000E-06,+15.0093746185E+00,-6.2499995E-03
-82.2000E-06,+14.9781246185E+00,-12.4999994E-03
-82.1000E-06,+14.9937496185E+00,-12.4999994E-03
-82.0000E-06,+14.9781246185E+00,-6.2499995E-03
-81.9000E-06,+14.9937496185E+00,+300E-12
-81.8000E-06,+14.9781246185E+00,-12.4999994E-03
-81.7000E-06,+14.9781246185E+00,-12.4999994E-03
-81.6000E-06,+14.9937496185E+00,+300E-12
-81.5000E-06,+14.9781246185E+00,+300E-12
-81.4000E-06,+14.9781246185E+00,-6.2499995E-03
-81.3000E-06,+14.9781246185E+00,-6.2499995E-03
-81.2000E-06,+14.9937496185E+00,-6.2499995E-03
-81.1000E-06,+14.9781246185E+00,+300E-12
-81.0000E-06,+14.9937496185E+00,+300E-12
-80.9000E-06,+14.9937496185E+00,-6.2499995E-03
-80.8000E-06,+14.9937496185E+00,-6.2499995E-03
-80.7000E-06,+14.9781246185E+00,-6.2499995E-03
-80.6000E-06,+14.9937496185E+00,+300E-12
-80.5000E-06,+14.9937496185E+00,+300E-12
-80.4000E-06,+14.9781246185E+00,+300E-12
-80.3000E-06,+14.9781246185E+00,+300E-12
-80.2000E-06,+14.9781246185E+00,-6.2499995E-03
-80.1000E-06,+14.9781246185E+00,-6.2499995E-03
-80.0000E-06,+14.9781246185E+00,-6.2499995E-03
-79.9000E-06,+14.9781246185E+00,+300E-12
-79.8000E-06,+14.9781246185E+00,+300E-12
-79.7000E-06,+14.9781246185E+00,+300E-12
-79.6000E-06,+14.9781246185E+00,+300E-12
-79.5000E-06,+14.9781246185E+00,-6.2499995E-03
-79.4000E-06,+14.9781246185E+00,+300E-12
-79.3000E-06,+14.9937496185E+00,+300E-12
-79.2000E-06,+14.9624996185E+00,+300E-12
-79.1000E-06,+14.9781246185E+00,+300E-12
-79.0000E-06,+14.9781246185E+00,+300E-12
-78.9000E-06,+14.9937496185E+00,+300E-12
-78.8000E-06,+14.9781246185E+00,+300E-12
-78.7000E-06,+14.9781246185E+00,+300E-12
-78.6000E-06,+14.9781246185E+00,+300E-12
-78.5000E-06,+14.9781246185E+00,+300E-12
-78.4000E-06,+14.9624996185E+00,+300E-12
-78.3000E-06,+14.9781246185E+00,+300E-12
-78.2000E-06,+14.9624996185E+00,+300E-12
-78.1000E-06,+14.9781246185E+00,+300E-12
-78.0000E-06,+14.9624996185E+00,+300E-12
-77.9000E-06,+14.9781246185E+00,+300E-12
-77.8000E-06,+14.9781246185E+00,+6.2500002E-03
-77.7000E-06,+14.9781246185E+00,+300E-12
-77.6000E-06,+14.9781246185E+00,+300E-12
-77.5000E-06,+14.9781246185E+00,+6.2500002E-03
-77.4000E-06,+14.9781246185E+00,+12.5000001E-03
-77.3000E-06,+14.9781246185E+00,+6.2500002E-03
-77.2000E-06,+14.9624996185E+00,+6.2500002E-03
-77.1000E-06,+14.9781246185E+00,+6.2500002E-03
-77.0000E-06,+14.9624996185E+00,+6.2500002E-03
-76.9000E-06,+14.9624996185E+00,+6.2500002E-03
-76.8000E-06,+14.9781246185E+00,+12.5000001E-03
-76.7000E-06,+14.9624996185E+00,+6.2500002E-03
-76.6000E-06,+14.9624996185E+00,+12.5000001E-03
-76.5000E-06,+14.9624996185E+00,+6.2500002E-03
-76.4000E-06,+14.9624996185E+00,+6.2500002E-03
-76.3000E-06,+14.9781246185E+00,+300E-12
-76.2000E-06,+14.9624996185E+00,+6.2500002E-03
-76.1000E-06,+14.9624996185E+00,+6.2500002E-03
-76.0000E-06,+14.9624996185E+00,+12.5000001E-03
-75.9000E-06,+14.9624996185E+00,+6.2500002E-03
-75.8000E-06,+14.9624996185E+00,+12.5000001E-03
-75.7000E-06,+14.9781246185E+00,+12.5000001E-03
-75.6000E-06,+14.9624996185E+00,+12.5000001E-03
-75.5000E-06,+14.9624996185E+00,+6.2500002E-03
-75.4000E-06,+14.9468746185E+00,+12.5000001E-03
-75.3000E-06,+14.9468746185E+00,+12.5000001E-03
-75.2000E-06,+14.9624996185E+00,+12.5000001E-03
-75.1000E-06,+14.9781246185E+00,+300E-12
-75.0000E-06,+15.4781246185E+00,+114.9999978E-03
-74.9000E-06,+15.5093746185E+00,+18.7499999E-03
-74.8000E-06,+15.5562496185E+00,+18.7499999E-03
-74.7000E-06,+15.5718746185E+00,+18.7499999E-03
-74.6000E-06,+15.5718746185E+00,+18.7499999E-03
-74.5000E-06,+15.5874996185E+00,+24.9999998E-03
-74.4000E-06,+15.5718746185E+00,+18.7499999E-03
-74.3000E-06,+15.5718746185E+00,+24.9999998E-03
-74.2000E-06,+15.5718746185E+00,+18.7499999E-03
-74.1000E-06,+15.5562496185E+00,+31.2499997E-03
