x-axis,MATH
-64.3000E-06,-4.9609375000E+00
-64.2000E-06,-6.2597656250E+00
-64.1000E-06,-6.9531250000E+00
-64.0000E-06,-6.9628906250E+00
-63.9000E-06,-6.2500000000E+00
-63.8000E-06,-4.9609375000E+00
-63.7000E-06,-3.4570312500E+00
-63.6000E-06,-1.7773437500E+00
-63.5000E-06,-195.3125000E-03
-63.4000E-06,+1.2792968750E+00
-63.3000E-06,+2.4804687500E+00
-63.2000E-06,+3.4570312500E+00
-63.1000E-06,+4.1601562500E+00
-63.0000E-06,+4.6386718750E+00
-62.9000E-06,+4.9023437500E+00
-62.8000E-06,+4.9804687500E+00
-62.7000E-06,+4.9023437500E+00
-62.6000E-06,+4.6386718750E+00
-62.5000E-06,+4.1699218750E+00
-62.4000E-06,+3.5351562500E+00
-62.3000E-06,+2.6269531250E+00
-62.2000E-06,+1.4941406250E+00
-62.1000E-06,+126.9531250E-03
-62.0000E-06,-1.3085937500E+00
-61.9000E-06,-2.8710937500E+00
-61.8000E-06,-4.2480468750E+00
-61.7000E-06,-5.4101562500E+00
-61.6000E-06,-6.1328125000E+00
-61.5000E-06,-6.2402343750E+00
-61.4000E-06,-5.7421875000E+00
-61.3000E-06,-4.7265625000E+00
-61.2000E-06,-3.4667968750E+00
-61.1000E-06,-1.9921875000E+00
-61.0000E-06,-546.8750000E-03
-60.9000E-06,+820.3125000E-03
-60.8000E-06,+2.0019531250E+00
-60.7000E-06,+2.9492187500E+00
-60.6000E-06,+3.6718750000E+00
-60.5000E-06,+4.1503906250E+00
-60.4000E-06,+4.1894531250E+00
-60.3000E-06,+3.2519531250E+00
-60.2000E-06,+5.2539062500E+00
-60.1000E-06,+6.3867187500E+00
-60.0000E-06,+6.3867187500E+00
-59.9000E-06,+6.3671875000E+00
-59.8000E-06,+6.3769531250E+00
-59.7000E-06,+6.3769531250E+00
-59.6000E-06,+6.3964843750E+00
-59.5000E-06,+6.3574218750E+00
-59.4000E-06,+6.3671875000E+00
-59.3000E-06,+6.3476562500E+00
-59.2000E-06,+6.3574218750E+00
-59.1000E-06,+6.3574218750E+00
-59.0000E-06,+6.3476562500E+00
-58.9000E-06,+6.3574218750E+00
-58.8000E-06,+6.3476562500E+00
-58.7000E-06,+6.3378906250E+00
-58.6000E-06,+6.3476562500E+00
-58.5000E-06,+6.3378906250E+00
-58.4000E-06,+6.3476562500E+00
-58.3000E-06,+6.3574218750E+00
-58.2000E-06,+6.3281250000E+00
-58.1000E-06,+6.3476562500E+00
-58.0000E-06,+6.3378906250E+00
-57.9000E-06,+6.3183593750E+00
-57.8000E-06,+6.3183593750E+00
-57.7000E-06,+6.3281250000E+00
-57.6000E-06,+6.3281250000E+00
-57.5000E-06,+6.3281250000E+00
-57.4000E-06,+6.3281250000E+00
-57.3000E-06,+6.2890625000E+00
-57.2000E-06,+6.3085937500E+00
-57.1000E-06,+6.2792968750E+00
-57.0000E-06,+6.2988281250E+00
-56.9000E-06,+6.2890625000E+00
-56.8000E-06,+6.2695312500E+00
-56.7000E-06,+6.2890625000E+00
-56.6000E-06,+6.2792968750E+00
-56.5000E-06,+6.2695312500E+00
-56.4000E-06,+6.2890625000E+00
-56.3000E-06,+6.2597656250E+00
-56.2000E-06,+6.2695312500E+00
-56.1000E-06,+6.2500000000E+00
-56.0000E-06,+6.2597656250E+00
-55.9000E-06,+6.2597656250E+00
-55.8000E-06,+6.2695312500E+00
-55.7000E-06,+6.2695312500E+00
-55.6000E-06,+6.2792968750E+00
-55.5000E-06,+6.2597656250E+00
-55.4000E-06,+6.2695312500E+00
-55.3000E-06,+6.2695312500E+00
-55.2000E-06,+6.2695312500E+00
-55.1000E-06,+6.2695312500E+00
-55.0000E-06,+6.2695312500E+00
-54.9000E-06,+6.2500000000E+00
-54.8000E-06,+6.2597656250E+00
-54.7000E-06,+6.2695312500E+00
-54.6000E-06,+6.2695312500E+00
-54.5000E-06,+6.2597656250E+00
-54.4000E-06,+6.2597656250E+00
-54.3000E-06,+6.2597656250E+00
-54.2000E-06,+6.2597656250E+00
-54.1000E-06,+6.2597656250E+00
-54.0000E-06,+6.2597656250E+00
-53.9000E-06,+6.2402343750E+00
-53.8000E-06,+6.2402343750E+00
-53.7000E-06,+6.2304687500E+00
-53.6000E-06,+6.2500000000E+00
-53.5000E-06,+6.2304687500E+00
-53.4000E-06,+6.2402343750E+00
-53.3000E-06,+6.2500000000E+00
-53.2000E-06,+6.2304687500E+00
-53.1000E-06,+6.2402343750E+00
-53.0000E-06,+6.2402343750E+00
-52.9000E-06,+6.2304687500E+00
-52.8000E-06,+6.2402343750E+00
-52.7000E-06,+6.2109375000E+00
-52.6000E-06,+6.2109375000E+00
-52.5000E-06,+6.2109375000E+00
-52.4000E-06,+6.2109375000E+00
-52.3000E-06,+6.2304687500E+00
-52.2000E-06,+6.2207031250E+00
-52.1000E-06,+6.2207031250E+00
-52.0000E-06,+6.2304687500E+00
-51.9000E-06,+6.2207031250E+00
-51.8000E-06,+6.2207031250E+00
-51.7000E-06,+6.2304687500E+00
-51.6000E-06,+6.2011718750E+00
-51.5000E-06,+6.2207031250E+00
-51.4000E-06,+6.2011718750E+00
-51.3000E-06,+6.2109375000E+00
-51.2000E-06,+6.2109375000E+00
-51.1000E-06,+6.2109375000E+00
-51.0000E-06,+6.2207031250E+00
-50.9000E-06,+6.2207031250E+00
-50.8000E-06,+6.2109375000E+00
-50.7000E-06,+6.2011718750E+00
-50.6000E-06,+6.2207031250E+00
-50.5000E-06,+6.2011718750E+00
-50.4000E-06,+6.2207031250E+00
-50.3000E-06,+6.2011718750E+00
-50.2000E-06,+6.0156250000E+00
-50.1000E-06,+185.5468749E-03
-50.0000E-06,-10.6347656250E+00
-49.9000E-06,-10.6054687500E+00
-49.8000E-06,-10.6054687500E+00
-49.7000E-06,-10.6250000000E+00
-49.6000E-06,-10.6250000000E+00
-49.5000E-06,-10.6152343750E+00
-49.4000E-06,-10.6054687500E+00
-49.3000E-06,-10.5957031250E+00
-49.2000E-06,-10.5859375000E+00
-49.1000E-06,-10.5664062500E+00
-49.0000E-06,-10.5761718750E+00
-48.9000E-06,-10.5371093750E+00
-48.8000E-06,-10.5371093750E+00
-48.7000E-06,-10.5078125000E+00
-48.6000E-06,-10.4785156250E+00
-48.5000E-06,-10.4687500000E+00
-48.4000E-06,-10.4589843750E+00
-48.3000E-06,-10.4394531250E+00
-48.2000E-06,-10.4003906250E+00
-48.1000E-06,-10.4003906250E+00
-48.0000E-06,-10.3613281250E+00
-47.9000E-06,-10.3613281250E+00
-47.8000E-06,-10.3417968750E+00
-47.7000E-06,-10.3320312500E+00
-47.6000E-06,-10.2929687500E+00
-47.5000E-06,-10.2832031250E+00
-47.4000E-06,-10.2539062500E+00
-47.3000E-06,-10.2636718750E+00
-47.2000E-06,-10.2246093750E+00
-47.1000E-06,-10.2050781250E+00
-47.0000E-06,-10.1855468750E+00
-46.9000E-06,-10.1562500000E+00
-46.8000E-06,-10.1269531250E+00
-46.7000E-06,-10.1367187500E+00
-46.6000E-06,-10.0976562500E+00
-46.5000E-06,-10.0878906250E+00
-46.4000E-06,-10.0585937500E+00
-46.3000E-06,-10.0390625000E+00
-46.2000E-06,-10.0195312500E+00
-46.1000E-06,-10.0195312500E+00
-46.0000E-06,-9.9804687500E+00
-45.9000E-06,-9.9902343750E+00
-45.8000E-06,-9.9609375000E+00
-45.7000E-06,-9.9316406250E+00
-45.6000E-06,-9.9218750000E+00
-45.5000E-06,-9.9121093750E+00
-45.4000E-06,-9.8925781250E+00
-45.3000E-06,-9.8632812500E+00
-45.2000E-06,-9.8535156250E+00
-45.1000E-06,-9.8339843750E+00
-45.0000E-06,-9.8144531250E+00
-44.9000E-06,-9.8242187500E+00
-44.8000E-06,-9.7851562500E+00
-44.7000E-06,-9.7558593750E+00
-44.6000E-06,-9.7265625000E+00
-44.5000E-06,-9.7167968750E+00
-44.4000E-06,-9.6875000000E+00
-44.3000E-06,-9.6679687500E+00
-44.2000E-06,-9.6191406250E+00
-44.1000E-06,-9.5410156250E+00
-44.0000E-06,-9.0625000000E+00
-43.9000E-06,-7.4414062500E+00
-43.8000E-06,-5.2636718750E+00
-43.7000E-06,-2.9980468750E+00
-43.6000E-06,-820.3125000E-03
-43.5000E-06,+1.1132812500E+00
-43.4000E-06,+2.7050781250E+00
-43.3000E-06,+3.9355468750E+00
-43.2000E-06,+4.7851562500E+00
-43.1000E-06,+5.3710937500E+00
-43.0000E-06,+5.6933593750E+00
-42.9000E-06,+5.8496093750E+00
-42.8000E-06,+5.8300781250E+00
-42.7000E-06,+5.6445312500E+00
-42.6000E-06,+5.2636718750E+00
-42.5000E-06,+4.6679687500E+00
-42.4000E-06,+3.8281250000E+00
-42.3000E-06,+2.6855468750E+00
-42.2000E-06,+1.2207031250E+00
-42.1000E-06,-507.8125000E-03
-42.0000E-06,-2.3925781250E+00
-41.9000E-06,-4.2968750000E+00
-41.8000E-06,-6.0839843750E+00
-41.7000E-06,-7.4511718750E+00
-41.6000E-06,-8.1250000000E+00
-41.5000E-06,-7.8515625000E+00
-41.4000E-06,-6.7285156250E+00
-41.3000E-06,-5.0585937500E+00
-41.2000E-06,-3.2128906250E+00
-41.1000E-06,-1.3476562500E+00
-41.0000E-06,+400.3906250E-03
-40.9000E-06,+1.9335937500E+00
-40.8000E-06,+3.1542968750E+00
-40.7000E-06,+4.0722656250E+00
-40.6000E-06,+4.7167968750E+00
-40.5000E-06,+5.1367187500E+00
-40.4000E-06,+5.3417968750E+00
-40.3000E-06,+5.3613281250E+00
-40.2000E-06,+5.2343750000E+00
-40.1000E-06,+4.9023437500E+00
-40.0000E-06,+4.3847656250E+00
-39.9000E-06,+3.6718750000E+00
-39.8000E-06,+2.6660156250E+00
-39.7000E-06,+1.3964843750E+00
-39.6000E-06,-107.4218750E-03
-39.5000E-06,-1.7675781250E+00
-39.4000E-06,-3.4570312500E+00
-39.3000E-06,-4.9902343750E+00
-39.2000E-06,-6.2597656250E+00
-39.1000E-06,-6.9726562500E+00
-39.0000E-06,-6.9531250000E+00
-38.9000E-06,-6.2402343750E+00
-38.8000E-06,-4.9316406250E+00
-38.7000E-06,-3.4375000000E+00
-38.6000E-06,-1.7480468750E+00
-38.5000E-06,-175.7812500E-03
-38.4000E-06,+1.2988281250E+00
-38.3000E-06,+2.5097656250E+00
-38.2000E-06,+3.4570312500E+00
-38.1000E-06,+4.1699218750E+00
-38.0000E-06,+4.6191406250E+00
-37.9000E-06,+4.8828125000E+00
-37.8000E-06,+4.9804687500E+00
-37.7000E-06,+4.8730468750E+00
-37.6000E-06,+4.6093750000E+00
-37.5000E-06,+4.1699218750E+00
-37.4000E-06,+3.4863281250E+00
-37.3000E-06,+2.6074218750E+00
-37.2000E-06,+1.4746093750E+00
-37.1000E-06,+97.6562500E-03
-37.0000E-06,-1.3476562500E+00
-36.9000E-06,-2.8808593750E+00
-36.8000E-06,-4.2773437500E+00
-36.7000E-06,-5.4394531250E+00
-36.6000E-06,-6.1425781250E+00
-36.5000E-06,-6.2597656250E+00
-36.4000E-06,-5.7421875000E+00
-36.3000E-06,-4.7265625000E+00
-36.2000E-06,-3.4472656250E+00
-36.1000E-06,-1.9726562500E+00
-36.0000E-06,-527.3437500E-03
-35.9000E-06,+839.8437500E-03
-35.8000E-06,+2.0214843750E+00
-35.7000E-06,+2.9687500000E+00
-35.6000E-06,+3.6914062500E+00
-35.5000E-06,+4.1796875000E+00
-35.4000E-06,+4.2089843750E+00
-35.3000E-06,+3.2421875000E+00
-35.2000E-06,+5.3027343750E+00
-35.1000E-06,+6.3964843750E+00
-35.0000E-06,+6.3867187500E+00
-34.9000E-06,+6.3867187500E+00
-34.8000E-06,+6.3671875000E+00
-34.7000E-06,+6.3769531250E+00
-34.6000E-06,+6.3769531250E+00
-34.5000E-06,+6.3867187500E+00
-34.4000E-06,+6.3769531250E+00
-34.3000E-06,+6.3867187500E+00
-34.2000E-06,+6.3769531250E+00
-34.1000E-06,+6.3671875000E+00
-34.0000E-06,+6.3769531250E+00
-33.9000E-06,+6.3574218750E+00
-33.8000E-06,+6.3476562500E+00
-33.7000E-06,+6.3671875000E+00
-33.6000E-06,+6.3574218750E+00
-33.5000E-06,+6.3476562500E+00
-33.4000E-06,+6.3476562500E+00
-33.3000E-06,+6.3378906250E+00
-33.2000E-06,+6.3378906250E+00
-33.1000E-06,+6.3378906250E+00
-33.0000E-06,+6.3281250000E+00
-32.9000E-06,+6.3085937500E+00
-32.8000E-06,+6.3085937500E+00
-32.7000E-06,+6.3183593750E+00
-32.6000E-06,+6.3085937500E+00
-32.5000E-06,+6.3085937500E+00
-32.4000E-06,+6.3281250000E+00
-32.3000E-06,+6.3085937500E+00
-32.2000E-06,+6.3085937500E+00
-32.1000E-06,+6.2890625000E+00
-32.0000E-06,+6.2890625000E+00
-31.9000E-06,+6.2988281250E+00
-31.8000E-06,+6.2792968750E+00
-31.7000E-06,+6.2792968750E+00
-31.6000E-06,+6.2792968750E+00
-31.5000E-06,+6.2792968750E+00
-31.4000E-06,+6.2792968750E+00
-31.3000E-06,+6.2792968750E+00
-31.2000E-06,+6.2597656250E+00
-31.1000E-06,+6.2695312500E+00
-31.0000E-06,+6.2695312500E+00
-30.9000E-06,+6.2695312500E+00
-30.8000E-06,+6.2597656250E+00
-30.7000E-06,+6.2695312500E+00
-30.6000E-06,+6.2695312500E+00
-30.5000E-06,+6.2792968750E+00
-30.4000E-06,+6.2597656250E+00
-30.3000E-06,+6.2792968750E+00
-30.2000E-06,+6.2792968750E+00
-30.1000E-06,+6.2695312500E+00
-30.0000E-06,+6.2597656250E+00
-29.9000E-06,+6.2402343750E+00
-29.8000E-06,+6.2597656250E+00
-29.7000E-06,+6.2597656250E+00
-29.6000E-06,+6.2500000000E+00
-29.5000E-06,+6.2597656250E+00
-29.4000E-06,+6.2500000000E+00
-29.3000E-06,+6.2597656250E+00
-29.2000E-06,+6.2500000000E+00
-29.1000E-06,+6.2500000000E+00
-29.0000E-06,+6.2597656250E+00
-28.9000E-06,+6.2402343750E+00
-28.8000E-06,+6.2402343750E+00
-28.7000E-06,+6.2402343750E+00
-28.6000E-06,+6.2500000000E+00
-28.5000E-06,+6.2500000000E+00
-28.4000E-06,+6.2500000000E+00
-28.3000E-06,+6.2500000000E+00
-28.2000E-06,+6.2304687500E+00
-28.1000E-06,+6.2500000000E+00
-28.0000E-06,+6.2304687500E+00
-27.9000E-06,+6.2304687500E+00
-27.8000E-06,+6.2402343750E+00
-27.7000E-06,+6.2304687500E+00
-27.6000E-06,+6.2304687500E+00
-27.5000E-06,+6.2109375000E+00
-27.4000E-06,+6.2304687500E+00
-27.3000E-06,+6.2207031250E+00
-27.2000E-06,+6.2304687500E+00
-27.1000E-06,+6.2207031250E+00
-27.0000E-06,+6.2304687500E+00
-26.9000E-06,+6.2109375000E+00
-26.8000E-06,+6.2500000000E+00
-26.7000E-06,+6.2304687500E+00
-26.6000E-06,+6.2207031250E+00
-26.5000E-06,+6.2402343750E+00
-26.4000E-06,+6.2109375000E+00
-26.3000E-06,+6.2207031250E+00
-26.2000E-06,+6.2304687500E+00
-26.1000E-06,+6.2207031250E+00
-26.0000E-06,+6.2207031250E+00
-25.9000E-06,+6.2207031250E+00
-25.8000E-06,+6.2304687500E+00
-25.7000E-06,+6.2109375000E+00
-25.6000E-06,+6.2109375000E+00
-25.5000E-06,+6.2109375000E+00
-25.4000E-06,+6.2207031250E+00
-25.3000E-06,+6.2011718750E+00
-25.2000E-06,+6.0253906249E+00
-25.1000E-06,+429.6874999E-03
-25.0000E-06,-10.6445312500E+00
-24.9000E-06,-10.5859375000E+00
-24.8000E-06,-10.6054687500E+00
-24.7000E-06,-10.6250000000E+00
-24.6000E-06,-10.6250000000E+00
-24.5000E-06,-10.6152343750E+00
-24.4000E-06,-10.6054687500E+00
-24.3000E-06,-10.5761718750E+00
-24.2000E-06,-10.5664062500E+00
-24.1000E-06,-10.5664062500E+00
-24.0000E-06,-10.5468750000E+00
-23.9000E-06,-10.5273437500E+00
-23.8000E-06,-10.5078125000E+00
-23.7000E-06,-10.4785156250E+00
-23.6000E-06,-10.4785156250E+00
-23.5000E-06,-10.4589843750E+00
-23.4000E-06,-10.4394531250E+00
-23.3000E-06,-10.4101562500E+00
-23.2000E-06,-10.3808593750E+00
-23.1000E-06,-10.3613281250E+00
-23.0000E-06,-10.3613281250E+00
-22.9000E-06,-10.3417968750E+00
-22.8000E-06,-10.3125000000E+00
-22.7000E-06,-10.3027343750E+00
-22.6000E-06,-10.2636718750E+00
-22.5000E-06,-10.2343750000E+00
-22.4000E-06,-10.2246093750E+00
-22.3000E-06,-10.2050781250E+00
-22.2000E-06,-10.1953125000E+00
-22.1000E-06,-10.2050781250E+00
-22.0000E-06,-10.1562500000E+00
-21.9000E-06,-10.1269531250E+00
-21.8000E-06,-10.1171875000E+00
-21.7000E-06,-10.0878906250E+00
-21.6000E-06,-10.0683593750E+00
-21.5000E-06,-10.0878906250E+00
-21.4000E-06,-10.0683593750E+00
-21.3000E-06,-9.9707031250E+00
-21.2000E-06,-9.9707031250E+00
-21.1000E-06,-10.0195312500E+00
-21.0000E-06,-10.0000000000E+00
-20.9000E-06,-9.9316406250E+00
-20.8000E-06,-9.9121093750E+00
-20.7000E-06,-9.9218750000E+00
-20.6000E-06,-9.9218750000E+00
-20.5000E-06,-9.8730468750E+00
-20.4000E-06,-9.8242187500E+00
-20.3000E-06,-9.8437500000E+00
-20.2000E-06,-9.8925781250E+00
-20.1000E-06,-9.8242187500E+00
-20.0000E-06,-9.7558593750E+00
-19.9000E-06,-9.7949218750E+00
-19.8000E-06,-9.8144531250E+00
-19.7000E-06,-9.7753906250E+00
-19.6000E-06,-9.7070312500E+00
-19.5000E-06,-9.7070312500E+00
-19.4000E-06,-9.7167968750E+00
-19.3000E-06,-9.6484375000E+00
-19.2000E-06,-9.6093750000E+00
-19.1000E-06,-9.5507812500E+00
-19.0000E-06,-9.0820312500E+00
-18.9000E-06,-7.5292968750E+00
-18.8000E-06,-5.3417968750E+00
-18.7000E-06,-3.0664062500E+00
-18.6000E-06,-888.6718750E-03
-18.5000E-06,+1.0546875000E+00
-18.4000E-06,+2.6562500000E+00
-18.3000E-06,+3.9062500000E+00
-18.2000E-06,+4.7851562500E+00
-18.1000E-06,+5.3320312500E+00
-18.0000E-06,+5.6835937500E+00
-17.9000E-06,+5.8398437500E+00
-17.8000E-06,+5.8398437500E+00
-17.7000E-06,+5.6542968750E+00
-17.6000E-06,+5.2636718750E+00
-17.5000E-06,+4.6582031250E+00
-17.4000E-06,+3.8574218750E+00
-17.3000E-06,+2.7246093750E+00
-17.2000E-06,+1.2597656250E+00
-17.1000E-06,-468.7500000E-03
-17.0000E-06,-2.3339843750E+00
-16.9000E-06,-4.2382812500E+00
-16.8000E-06,-6.0449218750E+00
-16.7000E-06,-7.4609375000E+00
-16.6000E-06,-8.1250000000E+00
-16.5000E-06,-7.8613281250E+00
-16.4000E-06,-6.7773437500E+00
-16.3000E-06,-5.1269531250E+00
-16.2000E-06,-3.2910156250E+00
-16.1000E-06,-1.4062500000E+00
-16.0000E-06,+351.5625000E-03
-15.9000E-06,+1.8750000000E+00
-15.8000E-06,+3.0957031250E+00
-15.7000E-06,+4.0429687500E+00
-15.6000E-06,+4.6972656250E+00
-15.5000E-06,+5.1269531250E+00
-15.4000E-06,+5.3320312500E+00
-15.3000E-06,+5.3613281250E+00
-15.2000E-06,+5.2343750000E+00
-15.1000E-06,+4.9121093750E+00
-15.0000E-06,+4.4042968750E+00
-14.9000E-06,+3.6718750000E+00
-14.8000E-06,+2.7050781250E+00
-14.7000E-06,+1.4257812500E+00
-14.6000E-06,-78.1250000E-03
-14.5000E-06,-1.7089843750E+00
-14.4000E-06,-3.4277343750E+00
-14.3000E-06,-4.9511718750E+00
-14.2000E-06,-6.2402343750E+00
-14.1000E-06,-6.9726562500E+00
-14.0000E-06,-6.9628906250E+00
-13.9000E-06,-6.2597656250E+00
-13.8000E-06,-5.0000000000E+00
-13.7000E-06,-3.4765625000E+00
-13.6000E-06,-1.8261718750E+00
-13.5000E-06,-205.0781250E-03
-13.4000E-06,+1.2304687500E+00
-13.3000E-06,+2.4511718750E+00
-13.2000E-06,+3.4375000000E+00
-13.1000E-06,+4.1308593750E+00
-13.0000E-06,+4.6191406250E+00
-12.9000E-06,+4.8828125000E+00
-12.8000E-06,+4.9707031250E+00
-12.7000E-06,+4.8828125000E+00
-12.6000E-06,+4.6386718750E+00
-12.5000E-06,+4.1894531250E+00
-12.4000E-06,+3.5253906250E+00
-12.3000E-06,+2.6367187500E+00
-12.2000E-06,+1.4941406250E+00
-12.1000E-06,+146.4843750E-03
-12.0000E-06,-1.3085937500E+00
-11.9000E-06,-2.8515625000E+00
-11.8000E-06,-4.2285156250E+00
-11.7000E-06,-5.4101562500E+00
-11.6000E-06,-6.1328125000E+00
-11.5000E-06,-6.2890625000E+00
-11.4000E-06,-5.7617187500E+00
-11.3000E-06,-4.7656250000E+00
-11.2000E-06,-3.4765625000E+00
-11.1000E-06,-2.0117187500E+00
-11.0000E-06,-556.6406250E-03
-10.9000E-06,+810.5468750E-03
-10.8000E-06,+2.0019531250E+00
-10.7000E-06,+2.9589843750E+00
-10.6000E-06,+3.6914062500E+00
-10.5000E-06,+4.1796875000E+00
-10.4000E-06,+4.2285156250E+00
-10.3000E-06,+3.2421875000E+00
-10.2000E-06,+5.2832031250E+00
-10.1000E-06,+6.3867187500E+00
-10.0000E-06,+6.4062500000E+00
-9.9000E-06,+6.3867187500E+00
-9.8000E-06,+6.3867187500E+00
-9.7000E-06,+6.3964843750E+00
-9.6000E-06,+6.3964843750E+00
-9.5000E-06,+6.3867187500E+00
-9.4000E-06,+6.3769531250E+00
-9.3000E-06,+6.3769531250E+00
-9.2000E-06,+6.3964843750E+00
-9.1000E-06,+6.3867187500E+00
-9.0000E-06,+6.3867187500E+00
-8.9000E-06,+6.3769531250E+00
-8.8000E-06,+6.3769531250E+00
-8.7000E-06,+6.3769531250E+00
-8.6000E-06,+6.3671875000E+00
-8.5000E-06,+6.3671875000E+00
-8.4000E-06,+6.3574218750E+00
-8.3000E-06,+6.3476562500E+00
-8.2000E-06,+6.3574218750E+00
-8.1000E-06,+6.3476562500E+00
-8.0000E-06,+6.3378906250E+00
-7.9000E-06,+6.3378906250E+00
-7.8000E-06,+6.3281250000E+00
-7.7000E-06,+6.3281250000E+00
-7.6000E-06,+6.3378906250E+00
-7.5000E-06,+6.3281250000E+00
-7.4000E-06,+6.3378906250E+00
-7.3000E-06,+6.3183593750E+00
-7.2000E-06,+6.3183593750E+00
-7.1000E-06,+6.2988281250E+00
-7.0000E-06,+6.2988281250E+00
-6.9000E-06,+6.2988281250E+00
-6.8000E-06,+6.2890625000E+00
-6.7000E-06,+6.2890625000E+00
-6.6000E-06,+6.2988281250E+00
-6.5000E-06,+6.3085937500E+00
-6.4000E-06,+6.2988281250E+00
-6.3000E-06,+6.2890625000E+00
-6.2000E-06,+6.2890625000E+00
-6.1000E-06,+6.2792968750E+00
-6.0000E-06,+6.2890625000E+00
-5.9000E-06,+6.2890625000E+00
-5.8000E-06,+6.2890625000E+00
-5.7000E-06,+6.2792968750E+00
-5.6000E-06,+6.2695312500E+00
-5.5000E-06,+6.2597656250E+00
