x-axis,3,MATH
second,Volt,Volt
-16.0000E-06,+14.8312501907E+00,-62.4999972E-03
-15.9000E-06,+14.8312501907E+00,-62.4999972E-03
-15.8000E-06,+14.8625001907E+00,-31.2499967E-03
-15.7000E-06,+14.8312501907E+00,-31.2499967E-03
-15.6000E-06,+14.8625001907E+00,-31.2499967E-03
-15.5000E-06,+14.8312501907E+00,-31.2499967E-03
-15.4000E-06,+14.8625001907E+00,-62.4999972E-03
-15.3000E-06,+14.8312501907E+00,-62.4999972E-03
-15.2000E-06,+14.8625001907E+00,-62.4999972E-03
-15.1000E-06,+14.8312501907E+00,-62.4999972E-03
-15.0000E-06,+14.8312501907E+00,-31.2499967E-03
-14.9000E-06,+14.8312501907E+00,-62.4999972E-03
-14.8000E-06,+14.8625001907E+00,-31.2499967E-03
-14.7000E-06,+14.8625001907E+00,-31.2499967E-03
-14.6000E-06,+14.8312501907E+00,-31.2499967E-03
-14.5000E-06,+14.8312501907E+00,-31.2499967E-03
-14.4000E-06,+14.8000001907E+00,-31.2499967E-03
-14.3000E-06,+14.8000001907E+00,-31.2499967E-03
-14.2000E-06,+14.7687501907E+00,-31.2499967E-03
-14.1000E-06,+14.8000001907E+00,+3.7E-09
-14.0000E-06,+14.8312501907E+00,-31.2499967E-03
-13.9000E-06,+14.8000001907E+00,+3.7E-09
-13.8000E-06,+14.8000001907E+00,-31.2499967E-03
-13.7000E-06,+14.8000001907E+00,-31.2499967E-03
-13.6000E-06,+14.7687501907E+00,-31.2499967E-03
-13.5000E-06,+14.8000001907E+00,-31.2499967E-03
-13.4000E-06,+14.8312501907E+00,-31.2499967E-03
-13.3000E-06,+14.8000001907E+00,-31.2499967E-03
-13.2000E-06,+14.8312501907E+00,-31.2499967E-03
-13.1000E-06,+14.8000001907E+00,-31.2499967E-03
-13.0000E-06,+14.8000001907E+00,-31.2499967E-03
-12.9000E-06,+14.8000001907E+00,-31.2499967E-03
-12.8000E-06,+14.8000001907E+00,-62.4999972E-03
-12.7000E-06,+14.8000001907E+00,-31.2499967E-03
-12.6000E-06,+14.8312501907E+00,-31.2499967E-03
-12.5000E-06,+14.7687501907E+00,-31.2499967E-03
-12.4000E-06,+14.8000001907E+00,-31.2499967E-03
-12.3000E-06,+14.8000001907E+00,-31.2499967E-03
-12.2000E-06,+14.7375001907E+00,+3.7E-09
-12.1000E-06,+14.7687501907E+00,-31.2499967E-03
-12.0000E-06,+14.7687501907E+00,-62.4999972E-03
-11.9000E-06,+14.8000001907E+00,-62.4999972E-03
-11.8000E-06,+14.7687501907E+00,-62.4999972E-03
-11.7000E-06,+14.7687501907E+00,-31.2499967E-03
-11.6000E-06,+14.8000001907E+00,-31.2499967E-03
-11.5000E-06,+14.7687501907E+00,-31.2499967E-03
-11.4000E-06,+14.7687501907E+00,-31.2499967E-03
-11.3000E-06,+14.8000001907E+00,-31.2499967E-03
-11.2000E-06,+14.7687501907E+00,-31.2499967E-03
-11.1000E-06,+14.7375001907E+00,-31.2499967E-03
-11.0000E-06,+14.7687501907E+00,-31.2499967E-03
-10.9000E-06,+14.7687501907E+00,-31.2499967E-03
-10.8000E-06,+14.7375001907E+00,-31.2499967E-03
