x-axis,1,3,MATH
second,Volt,Volt,Volt
+31.764000E-06,+1.234375000000E+00,-1.187500000000E+00,+216.796875000E-03
+31.765000E-06,+1.312500000000E+00,-1.343750000000E+00,+138.671875000E-03
+31.766000E-06,+1.234375000000E+00,-1.265625000000E+00,+216.796875000E-03
+31.767000E-06,+1.156250000001E+00,-1.343750000000E+00,+138.671875001E-03
+31.768000E-06,+1.234375000001E+00,-1.343749999999E+00,+294.921874999E-03
+31.769000E-06,+1.312499999999E+00,-1.265625000000E+00,+216.796875000E-03
+31.770000E-06,+1.234375000000E+00,-1.265625000001E+00,+216.796875001E-03
+31.771000E-06,+1.234375000001E+00,-1.343749999999E+00,+294.921874999E-03
+31.772000E-06,+1.312500000000E+00,-1.265625000000E+00,+216.796875000E-03
+31.773000E-06,+1.312499999998E+00,-1.265625000000E+00,+216.796875000E-03
+31.774000E-06,+1.234375000002E+00,-1.265625000002E+00,+216.796875000E-03
+31.775000E-06,+1.312500000000E+00,-1.343749999998E+00,+216.796874998E-03
+31.776000E-06,+1.312499999998E+00,-1.265624999998E+00,+138.671875004E-03
+31.777000E-06,+1.234375000000E+00,-1.187500000002E+00,+294.921874995E-03
+31.778000E-06,+1.234375000003E+00,-1.265625000003E+00,+138.671874997E-03
+31.779000E-06,+1.312499999997E+00,-1.343749999997E+00,+60.546875005E-03
+31.780000E-06,+1.234375000000E+00,-1.265625000003E+00,+216.796875000E-03
+31.781000E-06,+1.234375000000E+00,-1.343750000003E+00,+216.796875000E-03
+31.782000E-06,+1.234375000003E+00,-1.421874999997E+00,+216.796874994E-03
+31.783000E-06,+1.312500000000E+00,-1.343749999997E+00,+60.546875000E-03
+31.784000E-06,+1.312500000000E+00,-1.265625000004E+00,+60.546875004E-03
+31.785000E-06,+1.312500000000E+00,-1.343749999996E+00,+138.671874996E-03
+31.786000E-06,+1.312499999996E+00,-1.265625000008E+00,+60.546875004E-03
+31.787000E-06,+1.234375000004E+00,-1.421875000000E+00,+138.671874992E-03
+31.788000E-06,+1.312500000000E+00,-1.421874999996E+00,-17.578124996E-03
+31.789000E-06,+1.312500000004E+00,-1.343750000000E+00,+60.546874996E-03
+31.790000E-06,+1.390624999995E+00,-1.343750000005E+00,-17.578125000E-03
+31.791000E-06,+1.312500000005E+00,-1.421874999986E+00,-17.578125000E-03
+31.792000E-06,+1.390624999995E+00,-1.187500000010E+00,-17.578124990E-03
+31.793000E-06,+1.312500000000E+00,-1.343749999990E+00,+138.671875000E-03
+31.794000E-06,+1.312500000000E+00,-1.187500000011E+00,+138.671874995E-03
+31.795000E-06,+1.312500000000E+00,-1.343749999989E+00,+60.546875000E-03
+31.796000E-06,+1.312500000000E+00,-1.187500000006E+00,+60.546875000E-03
+31.797000E-06,+1.312500000000E+00,-1.265624999994E+00,+60.546875000E-03
+31.798000E-06,+1.312499999988E+00,-1.187500000012E+00,+60.546875018E-03
+31.799000E-06,+1.156250000012E+00,-1.343750000000E+00,+294.921874982E-03
+31.800000E-06,+1.312500000000E+00,-1.343750000000E+00,+60.546875000E-03
+31.801000E-06,+1.312500000000E+00,-1.343749999994E+00,+60.546875006E-03
+31.802000E-06,+1.312500000000E+00,-1.265625000007E+00,+138.671875007E-03
+31.803000E-06,+1.312499999993E+00,-1.343750000000E+00,+216.796874993E-03
+31.804000E-06,+1.234374999993E+00,-1.343749999993E+00,+138.671875021E-03
+31.805000E-06,+1.156250000007E+00,-1.265624999993E+00,+373.046874986E-03
+31.806000E-06,+1.234374999993E+00,-1.187500000022E+00,+216.796875007E-03
+31.807000E-06,+1.156250000007E+00,-1.421874999985E+00,+294.921875000E-03
