x-axis,1,3,MATH
second,Volt,Volt,Volt
-25.502000E-06,-265.625000000E-03,+17.906250000000E+00,+390.625000000E-03
-25.501000E-06,-343.750000000E-03,+17.828125000000E+00,+468.750000000E-03
-25.500000E-06,-109.375000000E-03,+17.906250000000E+00,+234.375000000E-03
-25.499000E-06,-343.750000000E-03,+17.828125000000E+00,+546.874999999E-03
-25.498000E-06,-265.625000000E-03,+17.906250000000E+00,+468.750000000E-03
-25.497000E-06,-343.750000000E-03,+17.750000000001E+00,+546.875000000E-03
-25.496000E-06,-343.750000000E-03,+17.828125000000E+00,+546.875000000E-03
-25.495000E-06,-265.625000001E-03,+17.750000000001E+00,+468.750000001E-03
-25.494000E-06,-343.749999999E-03,+17.906249999999E+00,+546.874999999E-03
-25.493000E-06,-265.625000001E-03,+17.828125000001E+00,+468.750000001E-03
-25.492000E-06,-343.749999999E-03,+17.828125000000E+00,+546.874999999E-03
-25.491000E-06,-265.625000001E-03,+17.750000000001E+00,+468.750000001E-03
-25.490000E-06,-187.500000001E-03,+17.828124999999E+00,+468.750000000E-03
-25.489000E-06,-187.500000000E-03,+17.828125000000E+00,+468.750000000E-03
-25.488000E-06,-187.500000000E-03,+17.750000000001E+00,+468.750000000E-03
-25.487000E-06,-265.624999999E-03,+17.828124999999E+00,+546.874999999E-03
-25.486000E-06,-265.625000000E-03,+17.828125000000E+00,+546.875000000E-03
-25.485000E-06,-343.749999999E-03,+17.828125000000E+00,+624.999999999E-03
-25.484000E-06,-187.500000003E-03,+17.828125000000E+00,+468.750000003E-03
-25.483000E-06,-343.749999997E-03,+17.750000000002E+00,+546.874999998E-03
-25.482000E-06,-265.625000002E-03,+17.750000000000E+00,+546.875000000E-03
-25.481000E-06,-265.625000000E-03,+17.671875000002E+00,+390.625000004E-03
-25.480000E-06,-265.625000000E-03,+17.906249999994E+00,+390.625000000E-03
-25.479000E-06,-265.625000000E-03,+17.750000000004E+00,+390.625000000E-03
-25.478000E-06,-343.749999998E-03,+17.906249999996E+00,+468.749999998E-03
-25.477000E-06,-343.750000000E-03,+17.750000000004E+00,+546.874999998E-03
-25.476000E-06,-187.500000005E-03,+17.906249999995E+00,+312.500000007E-03
-25.475000E-06,-343.749999995E-03,+17.828125000002E+00,+624.999999990E-03
-25.474000E-06,-187.500000005E-03,+17.750000000003E+00,+468.750000005E-03
