x-axis,1,2,MATH
second,Volt,Volt,Volt
-41.4000E-06,+6.1387498793E+00,+6.1987499236E+00,-231.3426597E-03
-41.3000E-06,+6.4074998833E+00,+6.1237499225E+00,-12.5926564E-03
-41.2000E-06,+6.2012498803E+00,+6.2174999239E+00,+6.1573439E-03
-41.1000E-06,+6.1637498797E+00,+6.2049999237E+00,+31.1573443E-03
-41.0000E-06,+6.1824998800E+00,+6.2174999239E+00,+18.6573441E-03
-40.9000E-06,+6.1887498801E+00,+6.2112499238E+00,+24.9073442E-03
-40.8000E-06,+6.1824998800E+00,+6.2174999239E+00,+24.9073442E-03
-40.7000E-06,+6.1762498799E+00,+6.1987499236E+00,+18.6573441E-03
-40.6000E-06,+6.1699998798E+00,+6.1987499236E+00,+18.6573441E-03
-40.5000E-06,+6.1637498797E+00,+6.1862499234E+00,+24.9073442E-03
-40.4000E-06,+6.1574998796E+00,+6.1924999235E+00,+18.6573441E-03
-40.3000E-06,+6.1449998794E+00,+6.1862499234E+00,+18.6573441E-03
-40.2000E-06,+6.1324998792E+00,+6.1799999233E+00,+18.6573441E-03
-40.1000E-06,+6.1324998792E+00,+6.1674999231E+00,+24.9073442E-03
-40.0000E-06,+6.1199998790E+00,+6.1549999230E+00,+18.6573441E-03
-39.9000E-06,+6.1262498791E+00,+6.1362499227E+00,+18.6573441E-03
-39.8000E-06,+6.1199998790E+00,+6.1362499227E+00,+12.4073440E-03
-39.7000E-06,+6.1137498789E+00,+6.1362499227E+00,+12.4073440E-03
-39.6000E-06,+6.0949998787E+00,+6.1299999226E+00,+18.6573441E-03
-39.5000E-06,+6.0949998787E+00,+6.1299999226E+00,+18.6573441E-03
-39.4000E-06,+6.1012498788E+00,+6.1174999224E+00,+18.6573441E-03
-39.3000E-06,+6.0824998785E+00,+6.1174999224E+00,+18.6573441E-03
-39.2000E-06,+6.0824998785E+00,+6.1049999222E+00,+18.6573441E-03
-39.1000E-06,+6.0574998781E+00,+6.0987499221E+00,+18.6573441E-03
-39.0000E-06,+6.0699998783E+00,+6.0799999218E+00,+18.6573441E-03
-38.9000E-06,+6.0574998781E+00,+6.0799999218E+00,+18.6573441E-03
-38.8000E-06,+6.0637498782E+00,+6.0799999218E+00,+18.6573441E-03
-38.7000E-06,+6.0449998779E+00,+6.0799999218E+00,+18.6573441E-03
-38.6000E-06,+6.0574998781E+00,+6.0674999217E+00,+18.6573441E-03
-38.5000E-06,+6.0387498778E+00,+6.0674999217E+00,+18.6573441E-03
-38.4000E-06,+6.0449998779E+00,+6.0674999217E+00,+12.4073440E-03
-38.3000E-06,+6.0262498776E+00,+6.0612499216E+00,+18.6573441E-03
-38.2000E-06,+6.0387498778E+00,+6.0612499216E+00,+18.6573441E-03
-38.1000E-06,+6.0324998777E+00,+6.0612499216E+00,+24.9073442E-03
-38.0000E-06,+6.0262498776E+00,+6.0549999215E+00,+24.9073442E-03
-37.9000E-06,+6.0262498776E+00,+6.0362499212E+00,+18.6573441E-03
-37.8000E-06,+6.0199998775E+00,+6.0424999213E+00,+24.9073442E-03
-37.7000E-06,+6.0199998775E+00,+6.0362499212E+00,+24.9073442E-03
-37.6000E-06,+6.0199998775E+00,+6.0424999213E+00,+31.1573443E-03
-37.5000E-06,+6.0199998775E+00,+6.0424999213E+00,+18.6573441E-03
-37.4000E-06,+6.0199998775E+00,+6.0612499216E+00,+18.6573441E-03
-37.3000E-06,+6.0137498775E+00,+6.0487499214E+00,+24.9073442E-03
-37.2000E-06,+6.0137498775E+00,+6.0424999213E+00,+24.9073442E-03
-37.1000E-06,+6.0137498775E+00,+6.0487499214E+00,+18.6573441E-03
-37.0000E-06,+6.0012498773E+00,+6.0487499214E+00,+24.9073442E-03
-36.9000E-06,+6.0137498775E+00,+6.0424999213E+00,+24.9073442E-03
-36.8000E-06,+6.0012498773E+00,+6.0612499216E+00,+24.9073442E-03
-36.7000E-06,+6.0012498773E+00,+6.0487499214E+00,+24.9073442E-03
-36.6000E-06,+6.0137498775E+00,+6.0299999211E+00,+24.9073442E-03
-36.5000E-06,+6.0074998774E+00,+6.0362499212E+00,+18.6573441E-03
-36.4000E-06,+6.0199998775E+00,+6.0237499210E+00,+31.1573443E-03
-36.3000E-06,+6.0199998775E+00,+6.0424999213E+00,+24.9073442E-03
-36.2000E-06,+6.0199998775E+00,+6.0362499212E+00,+24.9073442E-03
-36.1000E-06,+6.0137498775E+00,+6.0549999215E+00,+24.9073442E-03
-36.0000E-06,+6.0137498775E+00,+6.0424999213E+00,+24.9073442E-03
-35.9000E-06,+6.0074998774E+00,+6.0549999215E+00,+24.9073442E-03
-35.8000E-06,+6.0199998775E+00,+6.0362499212E+00,+24.9073442E-03
-35.7000E-06,+6.0137498775E+00,+6.0487499214E+00,+24.9073442E-03
-35.6000E-06,+6.0137498775E+00,+6.0487499214E+00,+24.9073442E-03
-35.5000E-06,+6.0074998774E+00,+6.0549999215E+00,+24.9073442E-03
-35.4000E-06,+6.0262498776E+00,+6.0424999213E+00,+31.1573443E-03
