x-axis,1,3,MATH
second,Volt,Volt,Volt
+16.359000E-06,-359.375000000E-03,+18.234375000000E+00,+169.971823692E-03
+16.360000E-06,-437.500000000E-03,+18.078125000000E+00,+169.971823692E-03
+16.361000E-06,-359.375000000E-03,+18.156250000000E+00,+13.721823692E-03
+16.362000E-06,-437.500000000E-03,+18.156250000000E+00,+91.846823692E-03
+16.363000E-06,-359.375000000E-03,+18.234375000000E+00,-64.403176307E-03
+16.364000E-06,-515.624999999E-03,+18.156250000000E+00,+248.096823691E-03
+16.365000E-06,-593.750000000E-03,+18.234375000000E+00,+404.346823691E-03
+16.366000E-06,-593.750000000E-03,+18.156250000001E+00,+404.346823692E-03
+16.367000E-06,-515.625000001E-03,+18.156250000000E+00,+169.971823694E-03
+16.368000E-06,-515.625000000E-03,+18.156250000000E+00,+326.221823691E-03
+16.369000E-06,-437.500000001E-03,+18.156250000000E+00,+169.971823694E-03
+16.370000E-06,-437.500000000E-03,+18.234374999999E+00,+169.971823692E-03
+16.371000E-06,-515.624999999E-03,+18.312499999999E+00,+169.971823692E-03
+16.372000E-06,-437.500000001E-03,+18.234375000001E+00,+248.096823691E-03
+16.373000E-06,-359.375000001E-03,+18.234375000000E+00,+169.971823694E-03
+16.374000E-06,-437.499999999E-03,+18.312499999999E+00,+91.846823694E-03
+16.375000E-06,-437.500000000E-03,+18.312500000000E+00,+13.721823694E-03
+16.376000E-06,-437.500000000E-03,+18.156250000003E+00,+169.971823689E-03
+16.377000E-06,-359.375000002E-03,+18.234374999998E+00,+13.721823695E-03
+16.378000E-06,-437.499999998E-03,+18.156250000002E+00,+91.846823691E-03
+16.379000E-06,-515.624999998E-03,+18.156250000000E+00,+169.971823691E-03
+16.380000E-06,-437.500000002E-03,+18.156250000000E+00,+169.971823692E-03
+16.381000E-06,-359.375000002E-03,+18.234374999998E+00,+13.721823696E-03
+16.382000E-06,-515.624999996E-03,+18.156250000002E+00,+248.096823686E-03
+16.383000E-06,-437.500000002E-03,+18.312499999996E+00,+91.846823697E-03
+16.384000E-06,-359.375000002E-03,+18.234375000002E+00,+169.971823690E-03
+16.385000E-06,-515.624999995E-03,+18.234375000000E+00,+248.096823690E-03
+16.386000E-06,-437.500000002E-03,+18.156250000002E+00,+169.971823695E-03
+16.387000E-06,-437.500000000E-03,+18.156250000000E+00,+91.846823695E-03
+16.388000E-06,-359.375000003E-03,+18.156250000000E+00,+91.846823692E-03
+16.389000E-06,-437.499999997E-03,+18.234374999997E+00,+248.096823687E-03
+16.390000E-06,-437.500000000E-03,+18.312499999997E+00,+91.846823698E-03
+16.391000E-06,-437.500000000E-03,+18.312500000000E+00,+248.096823687E-03
+16.392000E-06,-515.624999997E-03,+18.234375000003E+00,+326.221823689E-03
+16.393000E-06,-437.500000003E-03,+18.312499999997E+00,+91.846823701E-03
+16.394000E-06,-437.500000000E-03,+18.156250000006E+00,+13.721823695E-03
+16.395000E-06,-359.375000003E-03,+18.234374999997E+00,+91.846823689E-03
+16.396000E-06,-281.250000003E-03,+18.156250000003E+00,+91.846823692E-03
+16.397000E-06,-437.499999993E-03,+18.156250000000E+00,+91.846823692E-03
+16.398000E-06,-359.375000004E-03,+18.156250000000E+00,+13.721823696E-03
+16.399000E-06,-437.499999996E-03,+18.156250000000E+00,+169.971823685E-03
+16.400000E-06,-437.500000000E-03,+18.156250000000E+00,+169.971823692E-03
+16.401000E-06,-437.500000000E-03,+18.156250000000E+00,+91.846823696E-03
