time	I(C1)	I(D1)	I(L1)	I(Rl)	Ix(U2:C)
1.603718282915546e-005	-2.618307e-001	1.782769e-007	9.973772e-001	2.618307e-001	9.973772e-001
1.603978916037488e-005	-2.618295e-001	1.467874e-007	9.974400e-001	2.618295e-001	9.974400e-001
1.604269596802797e-005	-2.618281e-001	1.459124e-007	9.975101e-001	2.618281e-001	9.975101e-001
1.604586594214624e-005	-2.618266e-001	1.578092e-007	9.975865e-001	2.618267e-001	9.975865e-001
1.604879817460742e-005	-2.618255e-001	-6.909586e-008	9.976572e-001	2.618253e-001	9.976574e-001
1.605074646789800e-005	-2.618262e-001	-1.648628e-006	9.977041e-001	2.618244e-001	9.977059e-001
1.605210400234831e-005	-2.618273e-001	-3.430650e-006	9.977369e-001	2.618237e-001	9.977403e-001
1.605369285099124e-005	-2.618272e-001	-4.050230e-006	9.977751e-001	2.618230e-001	9.977791e-001
1.605510150418273e-005	-2.618261e-001	-3.609392e-006	9.978091e-001	2.618223e-001	9.978127e-001
1.605663176374589e-005	-2.618250e-001	-3.239946e-006	9.978460e-001	2.618216e-001	9.978493e-001
1.605965803860854e-005	-2.618230e-001	-2.575791e-006	9.979190e-001	2.618203e-001	9.979216e-001
1.606252827334592e-005	-2.618212e-001	-2.161549e-006	9.979882e-001	2.618189e-001	9.979905e-001
1.606826874282069e-005	-2.618182e-001	-1.775617e-006	9.981266e-001	2.618163e-001	9.981286e-001
1.607383746781137e-005	-2.618154e-001	-1.553066e-006	9.982610e-001	2.618137e-001	9.982626e-001
1.608497491779361e-005	-2.618099e-001	-1.184389e-006	9.985297e-001	2.618085e-001	9.985310e-001
1.610102625679202e-005	-2.618019e-001	-6.672059e-007	9.989170e-001	2.618011e-001	9.989178e-001
1.612432012983341e-005	-2.617903e-001	1.023728e-007	9.994792e-001	2.617903e-001	9.994793e-001
1.614328114573054e-005	-2.617809e-001	8.211103e-007	9.999368e-001	2.617815e-001	9.999362e-001
1.615208884849732e-005	-2.617764e-001	1.233881e-006	1.000149e+000	2.617775e-001	1.000148e+000
1.615650761895102e-005	-2.617741e-001	1.443009e-006	1.000256e+000	2.617754e-001	1.000255e+000
1.616135945395683e-005	-2.617717e-001	1.629765e-006	1.000373e+000	2.617732e-001	1.000372e+000
1.616354784516206e-005	-2.617706e-001	1.681446e-006	1.000426e+000	2.617722e-001	1.000424e+000
1.616619912711732e-005	-2.617694e-001	1.717674e-006	1.000490e+000	2.617709e-001	1.000488e+000
1.616805535129169e-005	-2.617685e-001	1.731526e-006	1.000535e+000	2.617701e-001	1.000533e+000
1.617023324405539e-005	-2.617674e-001	1.742694e-006	1.000587e+000	2.617691e-001	1.000586e+000
1.617255672724076e-005	-2.617663e-001	1.755587e-006	1.000643e+000	2.617680e-001	1.000642e+000
1.617517010900696e-005	-2.617651e-001	1.766055e-006	1.000706e+000	2.617668e-001	1.000705e+000
1.617860015965499e-005	-2.617635e-001	1.782341e-006	1.000789e+000	2.617652e-001	1.000787e+000
1.618205188691577e-005	-2.617619e-001	1.797187e-006	1.000872e+000	2.617636e-001	1.000871e+000
1.618814175765281e-005	-2.617591e-001	1.828749e-006	1.001019e+000	2.617607e-001	1.001017e+000
1.619419812253810e-005	-2.617562e-001	1.864543e-006	1.001165e+000	2.617579e-001	1.001163e+000
1.620631085230782e-005	-2.617505e-001	1.959408e-006	1.001457e+000	2.617523e-001	1.001455e+000
1.622026897473480e-005	-2.617439e-001	2.122726e-006	1.001793e+000	2.617459e-001	1.001791e+000
1.624818521958876e-005	-2.617303e-001	2.745865e-006	1.002466e+000	2.617329e-001	1.002463e+000
1.628530311383568e-005	-2.617112e-001	4.704453e-006	1.003359e+000	2.617158e-001	1.003353e+000
1.631236125295647e-005	-2.616949e-001	8.520602e-006	1.004009e+000	2.617033e-001	1.004000e+000
1.633034890281306e-005	-2.616800e-001	1.516432e-005	1.004440e+000	2.616950e-001	1.004425e+000
1.634272911812083e-005	-2.616631e-001	2.643225e-005	1.004735e+000	2.616894e-001	1.004709e+000
1.635194434792750e-005	-2.616391e-001	4.631136e-005	1.004955e+000	2.616853e-001	1.004909e+000
1.635908490408948e-005	-2.616000e-001	8.238140e-005	1.005124e+000	2.616823e-001	1.005042e+000
1.636470174910896e-005	-2.615317e-001	1.487195e-004	1.005257e+000	2.616803e-001	1.005108e+000
1.636921855080291e-005	-2.614093e-001	2.701089e-004	1.005362e+000	2.616793e-001	1.005090e+000
1.637388861517632e-005	-2.612681e-001	4.103805e-004	1.005469e+000	2.616783e-001	1.005055e+000
1.637850717205874e-005	-2.612157e-001	4.610351e-004	1.005572e+000	2.616767e-001	1.005108e+000
1.638408097173836e-005	-2.612126e-001	4.616570e-004	1.005692e+000	2.616741e-001	1.005228e+000
1.638921245377539e-005	-2.612067e-001	4.652031e-004	1.005798e+000	2.616717e-001	1.005332e+000
1.639947541784946e-005	-2.611980e-001	4.691759e-004	1.005996e+000	2.616670e-001	1.005526e+000
1.642000134599760e-005	-2.611776e-001	4.801721e-004	1.006340e+000	2.616576e-001	1.005860e+000
1.645379728760447e-005	-2.611434e-001	4.988706e-004	1.006812e+000	2.616422e-001	1.006313e+000
1.646860669272682e-005	-2.611217e-001	5.139009e-004	1.006978e+000	2.616355e-001	1.006464e+000
1.647695113048391e-005	-2.609826e-001	6.503178e-004	1.007053e+000	2.616328e-001	1.006402e+000
1.648041691696724e-005	-2.609417e-001	6.900266e-004	1.007081e+000	2.616316e-001	1.006389e+000
1.648186700319802e-005	-2.611102e-001	5.193368e-004	1.007092e+000	2.616294e-001	1.006572e+000
