time	V(vc)	V(vdd)	V(vo)	V(vsw)
1.601666475740601e-005	1.650338e+001	6.000000e+000	1.646743e+001	2.052940e-002
1.602011422000785e-005	1.650336e+001	6.000000e+000	1.646740e+001	2.053353e-002
1.602393325531460e-005	1.650333e+001	6.000000e+000	1.646737e+001	2.053798e-002
1.602596727128154e-005	1.650331e+001	6.000000e+000	1.646736e+001	2.054017e-002
1.602734508977365e-005	1.650331e+001	6.000000e+000	1.646735e+001	2.054139e-002
1.602853728555932e-005	1.650330e+001	6.000000e+000	1.646734e+001	2.054208e-002
1.602947241134516e-005	1.650329e+001	6.000000e+000	1.646733e+001	2.054222e-002
1.603029777763956e-005	1.650328e+001	6.000000e+000	1.646733e+001	2.054187e-002
1.603106442650722e-005	1.650328e+001	6.000000e+000	1.646732e+001	2.054099e-002
1.603184302476166e-005	1.650327e+001	6.000000e+000	1.646732e+001	2.053932e-002
1.603269648390790e-005	1.650327e+001	6.000000e+000	1.646731e+001	2.053641e-002
1.603354746240043e-005	1.650326e+001	6.000000e+000	1.646731e+001	2.053205e-002
1.603469622707670e-005	1.650325e+001	6.000000e+000	1.646730e+001	2.052357e-002
1.603608208084612e-005	1.650324e+001	6.000000e+000	1.646729e+001	2.050943e-002
1.603813855044576e-005	1.650323e+001	6.000000e+000	1.646727e+001	2.048241e-002
1.604140629753777e-005	1.650320e+001	6.000000e+000	1.646725e+001	2.043364e-002
1.604451949829659e-005	1.650318e+001	6.000000e+000	1.646723e+001	2.038667e-002
1.604713877064942e-005	1.650316e+001	6.000000e+000	1.646721e+001	2.034800e-002
1.604978589001428e-005	1.650314e+001	6.000000e+000	1.646719e+001	2.026973e-002
1.605122245186292e-005	1.650313e+001	6.000000e+000	1.646718e+001	2.009780e-002
1.605295089473005e-005	1.650312e+001	6.000000e+000	1.646716e+001	1.967344e-002
1.605430513236267e-005	1.650311e+001	6.000000e+000	1.646716e+001	1.927169e-002
1.605579913826517e-005	1.650310e+001	6.000000e+000	1.646714e+001	1.885486e-002
1.605801291478318e-005	1.650308e+001	6.000000e+000	1.646713e+001	1.832166e-002
1.606121393220392e-005	1.650306e+001	6.000000e+000	1.646711e+001	1.767328e-002
1.606465283592734e-005	1.650304e+001	6.000000e+000	1.646708e+001	1.708203e-002
1.607012363763396e-005	1.650300e+001	6.000000e+000	1.646704e+001	1.625449e-002
1.607804226565635e-005	1.650294e+001	6.000000e+000	1.646699e+001	1.520173e-002
1.609034390212365e-005	1.650285e+001	6.000000e+000	1.646690e+001	1.388842e-002
1.611412622932584e-005	1.650268e+001	6.000000e+000	1.646673e+001	1.217475e-002
1.613755315239829e-005	1.650251e+001	6.000000e+000	1.646656e+001	1.134149e-002
1.614785016722936e-005	1.650244e+001	6.000000e+000	1.646649e+001	1.135080e-002
1.615412888021986e-005	1.650239e+001	6.000000e+000	1.646644e+001	1.155488e-002
1.616045528664116e-005	1.650235e+001	6.000000e+000	1.646640e+001	1.188379e-002
1.616364739800806e-005	1.650233e+001	6.000000e+000	1.646637e+001	1.208220e-002
1.616569967362834e-005	1.650231e+001	6.000000e+000	1.646636e+001	1.222002e-002
1.616756320817724e-005	1.650230e+001	6.000000e+000	1.646634e+001	1.234762e-002
1.616976881764400e-005	1.650228e+001	6.000000e+000	1.646633e+001	1.249952e-002
1.617208243709454e-005	1.650226e+001	6.000000e+000	1.646631e+001	1.265938e-002
1.617457125081562e-005	1.650225e+001	6.000000e+000	1.646630e+001	1.283157e-002
1.617736027646494e-005	1.650223e+001	6.000000e+000	1.646627e+001	1.302462e-002
1.618022259600432e-005	1.650221e+001	6.000000e+000	1.646625e+001	1.322262e-002
1.618353098065215e-005	1.650218e+001	6.000000e+000	1.646623e+001	1.345129e-002
1.618689400785783e-005	1.650216e+001	6.000000e+000	1.646621e+001	1.368353e-002
1.619104373631278e-005	1.650213e+001	6.000000e+000	1.646618e+001	1.396996e-002
1.619496857248499e-005	1.650210e+001	6.000000e+000	1.646615e+001	1.424096e-002
1.619992753677194e-005	1.650206e+001	6.000000e+000	1.646611e+001	1.458393e-002
1.620459667077585e-005	1.650203e+001	6.000000e+000	1.646608e+001	1.490804e-002
1.621035422305975e-005	1.650199e+001	6.000000e+000	1.646604e+001	1.531032e-002
1.621633425369449e-005	1.650195e+001	6.000000e+000	1.646599e+001	1.573268e-002
1.622354910485891e-005	1.650189e+001	6.000000e+000	1.646594e+001	1.625122e-002
1.623178968020427e-005	1.650183e+001	6.000000e+000	1.646588e+001	1.686089e-002
1.624249155596051e-005	1.650176e+001	6.000000e+000	1.646581e+001	1.769232e-002
1.625556601066430e-005	1.650167e+001	6.000000e+000	1.646571e+001	1.881053e-002
1.627543057168557e-005	1.650152e+001	6.000000e+000	1.646557e+001	2.087795e-002
1.630195004954666e-005	1.650133e+001	6.000000e+000	1.646538e+001	2.469757e-002
1.632284643630130e-005	1.650118e+001	6.000000e+000	1.646523e+001	2.953263e-002
1.633837684287143e-005	1.650107e+001	6.000000e+000	1.646512e+001	3.581962e-002
1.634934649828723e-005	1.650099e+001	6.000000e+000	1.646505e+001	4.376937e-002
1.635738620968559e-005	1.650093e+001	6.000000e+000	1.646499e+001	5.420323e-002
1.636345401656841e-005	1.650089e+001	6.000000e+000	1.646496e+001	6.824628e-002
1.636812037351856e-005	1.650085e+001	6.000000e+000	1.646494e+001	8.751399e-002
1.637178026583832e-005	1.650083e+001	6.000000e+000	1.646495e+001	1.146457e-001
1.637476884741237e-005	1.650081e+001	6.000000e+000	1.646498e+001	1.559580e-001
1.637809414152276e-005	1.650078e+001	6.000000e+000	1.646502e+001	2.301811e-001
1.638137573845531e-005	1.650076e+001	6.000000e+000	1.646502e+001	3.229801e-001
1.638496176898339e-005	1.650073e+001	6.000000e+000	1.646499e+001	4.306305e-001
1.638864400726071e-005	1.650071e+001	6.000000e+000	1.646497e+001	5.411079e-001
1.639253589383501e-005	1.650068e+001	6.000000e+000	1.646494e+001	6.578247e-001
1.639767670272643e-005	1.650064e+001	6.000000e+000	1.646490e+001	8.119319e-001
1.640388882794257e-005	1.650060e+001	6.000000e+000	1.646486e+001	9.980770e-001
1.641221474047751e-005	1.650054e+001	6.000000e+000	1.646480e+001	1.247456e+000
1.642311597309636e-005	1.650046e+001	6.000000e+000	1.646473e+001	1.573821e+000
1.643862979170893e-005	1.650035e+001	6.000000e+000	1.646462e+001	2.037973e+000
1.646332208200645e-005	1.650017e+001	6.000000e+000	1.646445e+001	2.776107e+000
1.647498440535220e-005	1.650009e+001	6.000000e+000	1.646437e+001	3.124620e+000
1.648223886883699e-005	1.650004e+001	6.000000e+000	1.646433e+001	3.343896e+000
1.648633543578117e-005	1.650001e+001	6.000000e+000	1.646435e+001	3.478611e+000
1.648861074818753e-005	1.649999e+001	6.000000e+000	1.646438e+001	3.566868e+000
1.648981554499066e-005	1.649998e+001	6.000000e+000	1.646432e+001	3.615810e+000
1.649073048467370e-005	1.649998e+001	6.000000e+000	1.646425e+001	3.646638e+000
1.649161692803512e-005	1.649997e+001	6.000000e+000	1.646421e+001	3.669870e+000
1.649245052014279e-005	1.649997e+001	6.000000e+000	1.646420e+001	3.689745e+000
1.649332701634306e-005	1.649996e+001	6.000000e+000	1.646420e+001	3.711190e+000
1.649433276769939e-005	1.649995e+001	6.000000e+000	1.646421e+001	3.737041e+000
1.649528425154770e-005	1.649995e+001	6.000000e+000	1.646421e+001	3.762454e+000
1.649626118211366e-005	1.649994e+001	6.000000e+000	1.646421e+001	3.789448e+000
1.649719656476867e-005	1.649993e+001	6.000000e+000	1.646421e+001	3.816310e+000
1.649816474937581e-005	1.649993e+001	6.000000e+000	1.646422e+001	3.845397e+000
1.649910923517701e-005	1.649992e+001	6.000000e+000	1.646422e+001	3.875185e+000
1.650007558281087e-005	1.649991e+001	6.000000e+000	1.646423e+001	3.907202e+000
1.650102312518009e-005	1.649990e+001	6.000000e+000	1.646424e+001	3.940166e+000
1.650198593499113e-005	1.649990e+001	6.000000e+000	1.646424e+001	3.975325e+000
1.650293573117120e-005	1.649989e+001	6.000000e+000	1.646425e+001	4.011715e+000
1.650389658999687e-005	1.649989e+001	6.000000e+000	1.646426e+001	4.050330e+000
