time	V(vc)	V(vdd)	V(vo)	V(vsw)
1.605369285099124e-005	1.479300e+001	6.000000e+000	1.466209e+001	4.693380e-002
1.605510150418273e-005	1.479296e+001	6.000000e+000	1.466205e+001	4.652554e-002
1.605663176374589e-005	1.479292e+001	6.000000e+000	1.466201e+001	4.613593e-002
1.605965803860854e-005	1.479284e+001	6.000000e+000	1.466193e+001	4.547000e-002
1.606252827334592e-005	1.479277e+001	6.000000e+000	1.466186e+001	4.493982e-002
1.606826874282069e-005	1.479262e+001	6.000000e+000	1.466171e+001	4.403984e-002
1.607383746781137e-005	1.479247e+001	6.000000e+000	1.466157e+001	4.327737e-002
1.608497491779361e-005	1.479218e+001	6.000000e+000	1.466128e+001	4.201121e-002
1.610102625679202e-005	1.479176e+001	6.000000e+000	1.466086e+001	4.068894e-002
1.612432012983341e-005	1.479115e+001	6.000000e+000	1.466026e+001	3.968175e-002
1.614328114573054e-005	1.479066e+001	6.000000e+000	1.465977e+001	3.961892e-002
1.615208884849732e-005	1.479043e+001	6.000000e+000	1.465954e+001	3.992147e-002
1.615650761895102e-005	1.479031e+001	6.000000e+000	1.465942e+001	4.020212e-002
1.616135945395683e-005	1.479018e+001	6.000000e+000	1.465930e+001	4.058789e-002
1.616354784516206e-005	1.479012e+001	6.000000e+000	1.465924e+001	4.077940e-002
1.616619912711732e-005	1.479006e+001	6.000000e+000	1.465917e+001	4.102306e-002
1.616805535129169e-005	1.479001e+001	6.000000e+000	1.465912e+001	4.119667e-002
1.617023324405539e-005	1.478995e+001	6.000000e+000	1.465907e+001	4.140269e-002
1.617255672724076e-005	1.478989e+001	6.000000e+000	1.465901e+001	4.162442e-002
1.617517010900696e-005	1.478982e+001	6.000000e+000	1.465894e+001	4.187608e-002
1.617860015965499e-005	1.478973e+001	6.000000e+000	1.465885e+001	4.220951e-002
1.618205188691577e-005	1.478964e+001	6.000000e+000	1.465876e+001	4.254930e-002
1.618814175765281e-005	1.478948e+001	6.000000e+000	1.465860e+001	4.315853e-002
1.619419812253810e-005	1.478932e+001	6.000000e+000	1.465845e+001	4.378131e-002
